project_id,user_id,members,mentions,message_number
67 72 73 74 ,11,56 155 50 92 3 4 11 81 85 16 9,0 0 0 0 0 0 0 0 155 0 0,2 2 1 7 3 2 2 1 6 8 1
141 178 ,14,10 16,0 0,11 4
141,16,4 14 79 63 92,0 16 0 16 16,1 3 4 2 2
2 141 176 ,17,4 81 156 138  162,0 0 17 156,12 1 5 1
176,23,4 5 50 17 26,0 0 23 0 0,3 1 1 2 2
67,30,50 51 59,30 0 30,3 3 2
39 67 178 ,53,50 4 26 79,0 0 0 0,1 2 2 27
2 162 ,56,11 144 59 9 141,0 0 0 0 0,2 14 2 5 1
135,62,92 83,0 0,7 4
1,63,6 83 141 16,0 0 0,1 2 2
41,74,79,0,4
144 176 ,79,145 53 147 16 90 74 141,0 0 0 0 0 0 0,2 37 8 21 1 6 1
2 39 162 178 ,81,11 83 14 6 63 9 154 92,0 81 0 0 0 0,1 42 5 2 1 1
50 72 ,83,69 62 6 50 144 63 4 81 9  141,0 0 0 0 0 0 0 0 0 0,1 6 1 14 17 56 1 1 1 5
141 144 178 ,90,145 85 79 141,0 0 0 0,15 6 3 1
16 74 141 177 ,92,6 63 154 81 11 85 4 14 138 16 62,92 0 92 0 0 0 0 6,3 2 5 2 1 6 1 2
141 176 ,138,92,0,5
72 76 ,141,83 56 6 90 63,141 141 141 0 0,33 5 58 1 1
144,145,79,0,4
176,147,50 4,0 50 147,1 12
71 176 ,152,85 83 153 6 17,0 17 0 0 0,6 26 1 5 9
141,155,50 3 11,0 0,1 3
76 141 162 ,156,4 69 81 17,0 69 81 4 17,1 2 3
39,158,162,162,6
39 176 ,162,158,0,5
39 75 ,9,3 56 33 154 162,0 0 0 0 0,2 5 4 1 7
67 73 75 ,11,50 3 56,11 0 0,8 1 3
33 141 ,14,10 81 16,0 0 0,12 4 2
41 44 141 ,16,85 53 14 63 74,16 0 0 0 0,3 2 5 2 2
141 176 ,17,23 50 83 141 156 138  62 162,0  156 162 138 83   0,4 2 5 2 4 1
176,23,5 147 79 50 17 26,0 0 0 0 0 0,37 4 5 10 1 7
67 179 ,50,58 23 79 90 3 11 4 85 147 ,0 0 0 0 0 0 0 0 0 0,1 1 2 7 1 1 4 2 1 4
39 67 70 72 178 ,53,33 162 79 16,0 0 0 33 158,3 14 17 5
70 179 189 ,56,154 9 11 59,0 0 0 0,10 4 6 1
135,62,1  17,0,1
1,63,3 6 16,63 0 0,7 5 5
2,65,65,0,1
16,69,  4 92,69 0,3 1
41,74,3 79 16 50 90,0 0 74 0 0,3 2 1 34 1
75 176 ,79,74 53 147 23 92,0 79 0 0 0,2 14 36 2 4
39 73 178 ,81,6 90 63 154 92 3 11 81 14 83 9,0 0 0 0 81 90 92 146 14 145 154 0 0 0 81 0 0,13 1 1 4 3 5 1 4 6 1 1
7 50 61 72 75 ,83,81 69 138 50 17 9  141,0 0 0 0 0,2 2 4 1 1
67,85,147 50  16,0 0 50,8 1 4
70 141 179 ,90,50,0,3
16 50 75 141 178 ,92,81 11 69 79,0 0 0 0,1 4 1 3
141 176 ,138,66 83 56 156 6 17 9  141 162,0 0 0 0,8 2 1 1
75,141,6,0,6
67 75 189 ,144,53,0,1
67 176 ,147,23 79,0 0,14 4
141 176 179 ,152,4 85 83 156 50 17 62,17 0 0 17 0 0 0,2 4 2 5 3 9 2
74 75 178 ,154,81 92 56,0 0 0,3 3 1
72 75 176 ,156,138 17  162,153 17,2 8
39 141 176 ,162,53 156 138 17 9 ,0 0 156,5 2 6
176,23,4,0,2
39,9,3,0,2
1,63,81,0,1
41,74,90 11 4,0 0,2 3
178,145,146,145,1
71 178 ,4,27 56 6 16 50 9 141,0 0 0 0 0 0 0,1 1 2 1 2 9 2
39,9,4 81 14 158 162,0 0 0 0 0,2 5 1 24 1
39,10,27 4 14 16 144 143,0 0 0 10 0 0,2 15 2 26 1 2
67 73 ,11,50 3 11 81,0 0 50 11 0,54 1 10 2
141 165 ,14,6 10 63 154 92 81 138 9,0 0 14 14 0,3 9 2 1 2
33 71 141 ,16,3 4 83 79 17,0 0 0 0 0,2 4 1 3 3
16 76 141 176 ,17,156 138 79  92 162,0 0 0 0 0 156,3 13 4 5 4 3
176,23,3 4 5 147 50 26,0 0 0 0,4 5 1 1
67,30,50 59,0 0,2 1
39 67 71 ,53,66 33 6 158 62,0 53 53 0 53,3 11 4 6 45
189,56,27 32 26 47 4 5 51 59 ,0 56 56 0 56 0 0 0 0,7 9 14 4 13 4 4 6 17
67,58,30 59,0 0,1 9
50 135 173 ,62,69 53,0 0,2 7
1,63,81,0,11
16,69,83 62 158 141 162,0 83 0 0 0,7 2 1 1 7
41 71 76 ,74,90 92 85 79,0 0 0 0,2 24 2 3
71 144 173 176 ,79,147 16 90 17 92 74,0 0 0 0 0 0,6 4 3 30 1 6
73 178 ,81,11 81 14 6 63 9 154 92,0 0 0 0 90 51 74 33 144 92 154,1 1 3 14 1 5
17 50 72 ,83,6 69 141,0 0 0,6 3 3
71 141 ,90,85 50 74 79,0 0 0 0,1 2 23 7
71 141 178 ,92,17 6 74,0 0 0,2 7 2
2 141 ,138,66 14 33 17  62,0 0 62 ,1 3 2
4 72 73 74 184 ,141,83 6 4 69,0 0 0 0,1 2 2 3
67 189 ,144,10 32,0 0,2 2
178,145,154,0,1
178,146,145,146,1
67 176 ,147,50 5 79,0 0 0,2 4 6
72 76 141 176 ,156,138 17  162,0 0,1 3
39 176 ,162,69 156 138 17 9 ,0 0 0 0,1 4 5 1
39,9,4 81 33 158 10,0 0 0 0 0,1 5 3 1 23
39,10,27 3 14 156 9,0 0 0 0 10,8 5 3 15 2
67 73 ,11,11 4 81 50,11 0 50 11 11,1 2 7 10
141,14,10 138,0 0,1 1
41 141 ,16,83 4 74 81,0 0 0 0,1 2 5 1
2 50 162 176 ,17,66 83 6  92 141,0 0 0 83 6,3 2 29 3
176,23,5 53 56 147 26,0 0 23 0,16 7 4 1
67,30,50 47,0 0,1 5
39 67 ,53,4 147 23 158 26 162,0 0 0 0 0,1 1 10 1 2
50 144 189 ,56,27 3 5 32 156 23 138 26 59 74,0 0 0 0 0 0,9 5 8 8 2 10
67,58,73,0,3
135,62,50,0,1
1,63,6 81,0 63,4 2
67,73,144 58,0 73,2 7
41 76 ,74,56 16,0 0,6 7
50 144 173 ,79,27 90 141,0 0 0,1 14 3
73 178 ,81,3 11 6 16 50 9 154 92,0 0 0 0 0 0 0 0,2 4 1 5 5 2 5 21
17 50 71 72 ,83,66 69 6 92 138 158 16 17  141 162,0 0 0 0 0 0 83 0,2 4 1 18 4 3 5 2
141 144 179 ,90,50 92 79,0 0 90,3 16 1
16 50 71 141 178 ,92,56 6 90 63 154 81 14 17,0 0 0 92 92,2 1 2 1 1
50 141 162 176 ,138,83 56 156 158 17  141 162,0 0 0,10 2 2
50 72 144 ,141,79,0,1
189,144,50 73,0 0,1 2
16 50 ,152,3 17 85,3 50 56 17 85,27 75 19
177,154,145 3 81,0 0 0,13 16 8
76 141 ,156,10 138 56,0 0,6 1
39 176 ,162,9 3 83 53,0 33 158 0 0,1 1 1 3
39 159 ,9,6 3 11 4 81 83 33 158 162,0 0 33 0 0 0 4 0,3 1 21 10 20 2 2 1
39,10,27 3 156 33,0 0 10 0,6 3 2 3
73 74 ,11,3 81 85 14 50 92,0 0 50 0 0 0,5 9 16 1 2 1
141 178 ,14,3 11 63,0 0 0,2 6 2
141,16,3 11 83 162,0 0 0 16,1 2 1 2
141 176 ,17,3 138 62 162,0 0 0,7 6 4
176,23,3 26 5,0 26,4 4
16 39 67 72 ,53,154 50 6 32,0 53 0 0,1 3 2 2
50 189 ,56,3 4 79 50 144  74,56 79 0 50 0,6 1 9 2 4
67,58,5,0,3
16 135 ,62,3 79 50 17 ,0 0 62 0,1 4 18 6
1,63,6 14,0 0,1 2
2,65,65,0,1
50 61 ,69,83 141 162,0 0 0,4 1 1
39 41 50 76 ,74,3 83 79 90 141 162,0 74 0 0 0 0,5 25 2 3 4 2
50 173 176 ,79,3 83 141 56 90 74 62,0 0 0 0 0 0 0 0,6 8 51 5 21 1 2 2
39 73 178 ,81,145 3 6 90 9,0 0 0 0 0,3 1 16 7 3
17 50 72 ,83,3 81 69 6 158 79 16 9 141,0 0 0 0 0 0 0 0,1 1 8 3 1 1 2 1
50 141 178 ,90,145 81 85 79 92 74,0 0 0 0 0 0,4 20 3 22 5 1
50 74 141 178 ,92,90 11 85,0 0 0,1 4 2
141 176 ,138,17,0,7
50 72 184 ,141,6 74 79,0 0 0,4 3 4
189,144,73 56,0 0,10 3
178,145,81,0,2
16 176 ,152,4 56 156 50 62,92 62 156  17,35 12 8
177 178 ,154,6 92,154 0,3 1
141,156,27 5 156 10 ,0 0 156 0,2 3 1 1
39 176 ,162,69 156 16 17 9 74,0 0 0 0 0 0,1 1 3 2 1 1
39,10,27 144 4 53,0 0 0 0,2 8 3 3
73 74 ,11,3 11 4 81 50,0 0 0 0 11,2 4 6 4 2
141,14,90,14,5
141,16,3 83 56 90 92 162,16 16 0 0 0 0,9 9 1 1 3 2
176,23,4 5 56 147 26 162,0 0 0 0 0 0,4 7 3 3 2 1
67,30,50 58 51,30 0 30,7 2 20
39,33,9 81,0 0,4 1
16 39 67 ,53,10 92 158 162,0 0 0 0,4 7 13 2
162 189 ,56,27 32 23 79 144 26 74 3 4 5 147 16,0 0 0 56 144 0 0 0,6 16 8 1 20 10 2 1
67,58,30,0,9
2,65,3,0,2
76,74,56 79 141,0 0,1 1
50 173 ,79,27 92  83,0 79 0 0,4 16 12 3
39 73 162 178 ,81,90 154 4 83 14 138 158 17 9,0 0 0 0 0 0 0 0 0,4 1 1 1 1 1 8 11 1
50 72 ,83,69 6 79 144 3 81 138 158 16 17  141 162,0 0 0 83 0 0 83 83 0 0,1 1 4 8 1 6 28 6 1 2
141 172 ,90,17 92 14 16,90 0 0 90,4 2 1 23
71 141 172 ,92,53 56 6 138 79 16 90,0 0 0 0 0 0 0,1 4 1 2 5 18 4
72 141 162 ,138,92 83,0 0,3 4
4 172 183 ,141,83 69 74,0 0 0,2 1 35
50 189 ,144,10  56,0 0 0,2 10 11
141 162 ,156,27 5,5,2
39 75 176 ,162,9 23 53 16,66 0 0 0,6 3 2 2
39,10,3 162 33,0 0 0,20 4 3
73,11,50 3 11,0 0 0,4 1 1
50 141 ,14,90 141,0 0,11 5
41 141 ,16,3 4 83 53 6 92,0 0 0 0 0,6 1 1 2 1
176,23,4 5 147 79 26,0 0 23 0,1 2 2 2
67,30,58 51,0 0,3 6
50 67 75 ,50,11 83 4 147,50 0 0,2 1 1
16 39 67 72 ,53,74 79 10 92 141 162,0 0 0 0 0 0,2 4 1 1 5 1
71 189 ,56,27 3 4 5 32 144 26 92,0 0 0 0 0 0 27 32,2 2 1 2 1 5 2
67,58,30,0,5
50 135 ,62,92,0,9
1,63,6,0,3
41 50 76 ,74,4 53 6 79 16 141,74 0 0 0 0,1 1 17 4 5
50 75 173 176 ,79,4 147 23 6 90 26 74 141,0 0 0 79 0 0,2 18 3 21 1 1
39 178 ,81,3 33 6 158 9 154,0 0 81 0 0 81,40 2 14 10 1 19
17 50 71 72 75 ,83,69 6 50 144 74 3 138 158 16 17  141 162,0 0 0 0 0 0 0 0 0,12 11 6 1 12 1 15 5 4
70 74 141 ,90,92 17 85 14,90 0 90 90,18 1 19 4
50 141 178 ,92,53 56 6 16 90 62,0 0 0 0 0 0,2 1 1 1 8 2
141,138,83 158 144 17  141 162,0,1
50 72 ,141,53 6 79 144 154 74 4 83 14 147 138 158 17  162,0 0 0 0 0 0 0 0 0 6,2 7 4 6 23 22 3 1 1 7
189,144,83 79 56,0 0 0,3 1 2
67,147,3,0,1
67 75 177 178 ,154,6 81 141,0 0 81,5 2 1
141,155,10,155,1
39 176 ,162,10 9 158,0 0 0,1 3 2
70,6,4 74 79,0,2
168,10,3 154,0 0,1 16
39,55,33,0,1
178,92,145 146,0,1
183 184 ,141,4,0,3
178,146,145 92,92,2
16 177 ,6,4,0,13
168,10,14,0,3
184,141,147,141,10
67 167 183 ,147,50 141,0 141,4 11
176,162,17,0,2
67,5,58 4 23 26 9,0 0 0 0 0,3 1 1 18 3
1 7 70 72 75 178 ,6,4 85 81 153 79 154 74 141,0 0 0 0 0 0 0,8 2 1 12 7 8 2
39,9,3 4 83 81 33 6 158 50 162,0 0 0 0 0 0 4,1 1 9 3 12 7 3
168,10,65 53,0 0,1 3
141 168 ,14,17 16,0 0,11 4
44 70 141 ,16,3 83 14 79 16 10 65,16 0 0 0 16 16 10 14,2 13 1 3 22 13 1
76 141 176 ,17,14 156 138 79 158  62 162,0 0 0 0 0 0 0 0,3 19 7 4 3 6 18 8
67 176 ,23,5 4 26 79,0 23 0,3 11 2
67,26,5 23 74 ,0 0 0 0,4 3 5 1
67,30,50 51,30 0,3 3
39,33,9 81 158,0 0 33 162,1 5 49
167,50,3 4 58 30 6 9 ,0 0 0 50 0 0,2 8 1 10 1 1
39 74 ,53,79 16 10 90 92 162,0 0 0 0 0,1 1 2 2 13
75 189 ,56,65 4 141 144,0 56 0 0,1 19 4 12
67,58,50 5,0 0,8 9
135 173 ,62,1  17 79,0 0,3 4
2,65,10 3 56 16,0 0 0 0,1 1 2 5
67,73,58,73,1
76,74,4 6 79 26,74 74 0,2 4 6
61 73 173 176 ,79,53 23 6 90 74 4 83 158 16 17 62,0 79 0 0 79 0 0 79 0 0,24 29 10 3 6 4 3 12 5 7
39 50 178 ,81,11 81 33 6 158 9 141,81 0 0 0 0 0 81,4 8 12 3 1 3 45
50 72 75 ,83,4 14 138 79 158 16 144 17 9  141 162,0 0 0 0 0 0 0,1 3 2 8 1 5 2
50 74 141 ,90,53 79 155 92,0 90 0 0,8 11 1 5
74 141 178 ,92,145 14 53 90 146 154,0 0 0 92 92,1 7 6 7 9
141,138,17,138,9
4 72 75 184 ,141,81 83 14 56 6 50,0 0 0 0 0 0 0,17 1 1 1 2 3 1
189,144,1  83 56,0 144 ,7 2 4
178,145,146 92,92,5
178,146,145 92,0,2
71,152,27 4 83 141 156 138 158 50 144 17 62 162,4 0 0 50 4 144 0 4 17 83,2 3 1 1 4 2 11 1
141,155,16,0,1
141,156,1  17 32,17 32 0,2 9 1
39 176 ,162,9 17 53,0 0 0,5 7 1
1 33 70 71 75 ,6,3 4 63 143 9,0 0 6 0 0,2 3 11 1 1
39,9,3 81 4 56 33 6 158 162,0 0 0 0 0 4,12 6 4 11 2 5
39,10,27,0,15
141,14,10 16,0 0,1 1
41 141 ,16,74 14,0 0,3 21
50 74 76 141 176 ,17,4 81 83 141 156 138 158 144  62 162,0 0 0 162 156 4 17 138,1 2 7 37 11 2
67,30,50 58,0 0,2 1
39,33,9 158 53,0 0 0,7 2 54
39 67 ,53,26 158 79 33,0 0 0 0,2 3 6 24
189,56,3 83 85 50 9,0 56 0 0 0,6 11 1 1 3
67,58,50 30 51 59,0 0,1 1
50 135 ,62,92 79,79 0,23 2
1,63,6,63,7
2 189 ,65,10 3,0 0,5 2
41 76 ,74,79 16,0 0,17 7
173 176 ,79,74 53 62,0 0 74,4 48 13
50 73 ,83,145 5 56 147 90 50 141,0 0 0 83 0 0 0,2 3 1 6 1 2 4
141,90,155 92,0 90,16 18
72 141 ,92,90 11 85,0 0,10 4
141 162 ,138,144 154 83 14 158 17  141 162,0 0 0 0,1 2 9 2
4 50 72 73 75 ,141,3 4 83 6 ,141 0 0 0 0 0,12 1 1 1 5 3
178,145,83,0,3
190,147,11 83 4 50,0 0 0 0 0,9 6 2 1 1
71,152,85 153 6 50 17 141,0 17 0 0 92  0,1 11 56 3 8 8
2 71 74 177 178 ,154,11 6 138 81,0 0 0 0,3 22 5 14
141,155,90,0,12
2 141 ,156,27 4 5 69 81 17,69 27 156 4 17,1 2 10
176,162,144 83 138 158 17  141,162 0,32 1
189,5,3 56 23 10 144 26 141,5 5 0 0 0 0 0 0,3 2 7 18 2 1 1 8
1 70 71 74 75 177 178 ,6,83 50 63 154 92 141,0 0 0 0 0 0 0,1 1 6 2 3 3 3
39,10,27 147,0 0,10 3
50 141 ,14,3 92,0 0,1 3
141,16,3 26 16,0 0 14,2 2 1
67 176 ,23,3 5 79 26,0 23 0 23,2 2 4 5
67,30,51,0,2
39,33,81 53 158 10 9,0 33 0 0 33 81 158,1 1 2 20 31
39 67 ,53,3 33 79 16 10 26 9,0 0 0 0 0 0 0,1 8 3 2 2 3 15
189,56,50 144 65 26 92 3 5 59,0 0 0 0 0 56 0 56 56,7 12 2 5 1 30 18 14 3
67,58,50 30 59,0,1
76 135 173 ,62,3 92,62 0,4 3
1,63,81,0,2
2,65,56,0,2
41 50 76 ,74,79,0,23
50 173 176 194 ,79,83 53 147 23 158 74,0 0 0 0 0 0,4 16 32 5 2 6
141 178 ,90,85,0,15
50 141 178 ,92,14 56 6 154 62,0 0 0 0 6,1 2 20 3 5
1 4 39 50 72 75 ,141,3 4 83 6 50 9 74,0 0 0 0 0 0 0,1 2 2 3 1 1 31
189,144,32 56 65 154 5 83 158 138 17  141 162,0 144 0 0 0 0 0,2 3 14 6 5 1 3
71 74 177 178 ,154,11 6 144 92,0 154 0 0,2 5 4 3
141,155,83,0,1
2 141 ,156,4 69 81 17,17 69 81 17 156 4,1 2 3
39 176 ,162,10 9 158 162,0 0 0 0,1 1 1 1
74,3,10  11,0 0 0,1 6 3
16 33 70 123 177 184 ,6,4 83 141,6 0 0,18 16 11
39,10,27 3 83,0 0 0,8 9 1
74,11,3 11 4 81 79 92 141,0 0 0 0 0 0 0,3 6 1 2 2 2 1
50 141 ,14,90,0,2
44 74 141 ,16,90 81,16 0,4 1
67 176 ,23,147 5 83,23 0,22 1
39,33,9 53,0 0,4 17
39,53,81 83 33 9 162,53 53 0 0 0,7 17 1 3 3
2 162 189 ,56,90 50 26 74 3 4 83 81 5 59 9 141,0 0 0 0 0 0,3 1 1 2 1 1
76 189 ,74,56,74,2
72 74 173 ,79,90 11 16,0 0 79,5 2 30
2 39 162 ,81,3 11 4 53 83 56 16 50 9  154 141,0 0 81 0 0 0 0,4 3 1 3 42 3 2
50 72 189 ,83,53 56 6 23 10 50 144 3 4 5 81 138 158 17 9  141 162,0 83 0 0 0 0 0 83 0,5 17 3 1 1 9 1 5 1
50 141 144 ,90,14 56 79 16 17 92,0 0 0 0 0 0 0,5 2 1 1 16 21 1
74 141 178 ,92,11 90 4 141,0 0 0 0,1 3 13 2
50 72 141 162 ,138,144 154 83 158 17  141 162,138 138,2 6
50 73 ,141,56 6 50 92 3 4 11 83 85 81 9 62,0 0 0 0 0 0 0 0 0,1 12 3 1 1 4 3 2 1
189,144,158,0,2
67,147,10 23 5,147 0 147,7 1 22
2 141 162 ,156,4 69 81 153 17,69 153 0,1 1 1
39 189 ,158,9 144,0 0,5 1
39 44 176 ,162,66 17,0 0,1 1
1 70 75 123 184 ,6,62 56 154 92 74 3 4 85 83 138 9 141,0 0 0 0 0 0 0 0 0 0,3 5 1 1 2 6 2 1 2 1
39 72 ,10,27 4 33 144 154,0 0 0 0 10,1 7 1 2 4
74 76 ,11,11 4 83 147 50 74 141,0 0 0 0 0 0 0,2 1 1 3 1 4 1
33 141 ,14,90 141 16,14 0 0,2 8 5
76,17,4 83 156 138 158 90 144  154 141 162,0 0 0 0 0 0 83 138,5 1 13 3 5 4 2
176,23,5,0,17
189,32,144,0,7
39 70 ,33,81 53 158 10 9,0 0 0 0 0,5 1 18 1 1
39 67 75 ,53,9 81 141 33,0 0 0 0,3 30 5 5
70 189 ,56,6 138 144 59 9 74,56 0 0 138,14 1 2 3
67,58,50,0,1
41 75 76 ,74,11 6 83 56,0 0 0 0,5 3 1 1
2 39 73 ,81,11 53 33 9 154 141,0 81 0 0 81 0,14 1 2 8 3 1
50 75 ,83,6 144 165 74 3 11 4 138 158 17 9  141 162,0 0 0 83 0 0 0,2 1 8 25 6 2 3
74,85,153 156 6 79 90,0 0 0 0 0,1 13 5 5 5
70 74 141 ,90,155 85 14,0 0 0,6 6 5
50 71 74 75 141 ,92,6 141,0 0,2 7
75 141 ,138,56 6 144 154 83 158 17 9  141 162,0 0 138 0,4 4 3 1
39,141,53 6 154 92 3 11 81 14 83 4 158 9,0 0 0 0 0 0 141 0 0 0 0,5 10 6 5 3 1 26 11 4 1 1
72 189 ,144,10  154 32,0 0 0 0,1 2 2 1
50 70 76 ,152,153 17 144 4,4 153 17 50 138 56 11 6 144  0,1 20 14 12
2 75 177 178 ,154,81 6 138 10 144 17 154 141,154 0 0 0 0 0 0 0,4 1 5 2 7 2 1 1
141,155,90 4,0 0,2 3
75 76 ,156,17 85 162,17 0 0,2 3 2
39 76 176 ,162,156 17,0 0,2 3
70 184 ,6,81,0,5
178,81,3 6 56,0 0 0,5 5 12
74 184 ,6,81,0,10
39,10,10,0,1
141 165 ,14,10 16,0,1
176,23,3,23,3
178,81,6,0,16
176,162,66,66,1
70,3,50 6 5 16,0 0 0 0,8 3 18 2
70,5,3 23 50 26,0 0 0 0 0,17 22 2 4 11
33 72 123 ,6,63 154 92 3 4 81 14 83 85 153 9 141,0 6 0 0 0 0 0 6,2 29 9 6 1 2 2 10
39,10,27 69 4 83,0 0 0,5 20 2
70 71 72 73 74 75 ,11,11 4 81 56 85 50  92,0 11 0 11 0 0 0,1 6 1 1 5 2 3
50 141 ,14,81 6 16 10 90 63 92 154 74 141,0 0 0 0 0 0,6 3 1 1 1 5
70 141 ,16,3 4 14,0 0 0,15 3 7
176,23,5 147 26 47,23 0 0 0 5 26,15 32 8 7 19
67,30,51,0,4
39,33,9 81 158 53,0 0 0 33,2 8 1 4
67,50,58 56 30 90 144 92 4 5 81 62,0 0 50 0 0 0 0 0 0,6 3 1 2 1 1 3 7 1
39 67 ,53,9 158 33,0 53 53,7 15 8
70 74 75 189 ,56,144 81 59,0 56 56,6 1 11
16 50 70 173 ,62,50 92 141,0 62 0,4 4 2
1,63,6 81,0 0,7 4
72,69,4,69,2
41 50 76 ,74,9 79 14 56,0 0 74 0,1 1 2 13
50 72 173 ,79,9 74,0 0,3 25
39 73 74 178 184 ,81,11 4 14 33 6 50 63 9  154 92,0 81 0 0 0 0 0 0,6 6 5 2 3 11 1 5
50 70 72 75 ,83,69 56 6 79 10 165 3 4 156 143  141,0 0 0 0 0 0 0 0 0 0 0,2 1 1 1 1 11 3 1 4 4 3
141,90,85 14 50 154 92,0 0 0 0,2 1 8 4
50 74 141 178 ,92,6 50 90 63 154 11 85 81 14 141 62,0 92 0 11 0 0,4 4 3 1 1 4
2 50 141 ,138,144 154 83 158 17  141 162,0 138,1 1
4 39 50 70 72 ,141,4 83 14 156 6 17 92 62,0 0 0 141 0 0 0,10 1 2 10 2 2 4
67 189 ,144,50  32 56,0 0 0 0,4 7 11 2
74 183 190 ,147,50 23 165 59,0 0 0 0,13 1 8 20
50,152,32 144 11 4 81 83 85 153 156,0 11 32 0 156 83 156 85  144 153 85 32 156,3 5 4 1 1 34 16 22 5
70,154,81 14 6 90 63 92,0 0,1 1
141,156,1  17 83 141,0 0 156 141,1 4 5
39 176 ,162,17,17,3
1 33 75 ,6,4 83 63 141,0 0 0 0,5 2 2 1
39,10,27 9 14 16,0 0 0,1 21 2
67 71 73 ,11,3 4 81 147 50,0 0 11 0 0,2 1 3 2 1
141,14,83 138 16 90 9 74,0 14 0 0 0 0,6 3 2 1 1 5
141,16,83 14 90 92 74,0 0 0 0 0,1 1 13 1 2
50 76 141 176 ,17,162,0,13
67,30,58 51,0 0,11 2
39,33,9 81 158 53,0 0 33 0,20 9 13 2
67,50,56 79 11 4 83 147 59  62,0 50 0 0 50 0 0 50 0 50 ,4 2 3 3 7 2 5 6 2 37
2 189 ,56,81 4 16 50 59  74,0 56 0 0 0,1 3 1 1 12
135 173 ,62,50 79 51,0 0 0,2 2 12
1,63,6,0,2
2,65,154,0,4
39,66,4,0,2
41 76 189 ,74,3 14 56 16 9,0 0 0 0 0,6 7 4 1 1
173 176 ,79,50 90 62,0 0 0,10 13 6
2 39 73 178 ,81,3 11 56 33 9,0 0 0 0 0,6 3 5 16 2
50 70 72 ,83,14 156 6 16 50 143 141 162,0 0 0 0 0 0 0 83,2 1 15 5 4 3 1 6
74 141 144 ,90,145 85 14 79 146 154 92,90 0 0 0 0 0,2 10 3 3 1 3
74 141 178 ,92,85 16 90 154,92 0 0 0,2 5 5 4
141,138,154 9 17 14,0 0 0 0,1 7 1 1
4 50 71 73 141 ,141,155 83 16,0 0 0,1 4 4
67,144,1  56,0 0,1 1
67 190 ,147,11 4 23 50 165,147 0 0 0 0,12 9 2 3 3
50,152,4 85 56 153 50 144,1  85  0 50,15 58 4 8 31
2 70 71 74 177 178 ,154,81 138 90 65 92,0 154 0 0,3 1 2 5
141,155,141,0,3
141,156,83,156 83,2
39 176 ,162,17 66 4 83,0 0 66 0,1 17 1 2
33 71 75 177 178 ,6,63,0,2
39,9,53 3 11 4 81 33 147 158 141 162,0 0 0 0 0 0 0 0 0 0 0,3 6 1 15 3 7 16 15 10 2 1
39,10,27 14 16,0 0,14 1
67 71 73 174 ,11,11 4 83 50,0 0 11 0,1 1 4 2
74 141 ,14,10 74 16,0 0 14,2 2 4
141,16,3 4 14 79 16 10 92,0 0 0 0 0 0 0,5 1 2 1 3 1 1
50 141 176 ,17,138  154 141 162,0 0 0 0 17,6 1 34 1 14
176,23,26,0,7
39,33,9 81 53 141,0 0 0 0,13 9 14 7
67 179 ,50,58 53 56 3 11 4 83 147 59 ,0 0 0 0 50 0 0 0 0 50 4,1 6 2 3 29 2 1 6 5 11
39,53,33 158 79 50 9,0 0 0 0 53,2 13 5 6 9
50 189 ,56,4 90 144 65 50 59 ,0 0 0 56 50,4 4 6 25 3
50 135 173 ,62,1  141,0 0,1 5
2,65,10 56,0 0,1 2
41 50 76 ,74,14 79,0 0,4 11
50 173 176 ,79,83 53 147 6 23 16 74 162,0 0 0 79 0 0 0 0,2 1 1 11 20 24 3 2
50 61 72 ,83,79 144 11 4 138 158 16 17 143 9  141 162,0 0 0 0 0 0 0 0 0 0 0,3 1 8 1 23 5 1 1 5 18 2
74 141 178 ,90,145 4 56 146 92,0 0 0 0,1 5 4 1
74 141 178 ,92,90 4,0 0,1 4
50 141 ,138,17 141,0 0,7 6
4 16 39 50 71 72 73 ,141,66 6 144 81 5 83 33 138 158 17 9  62 162,0 0 0 0 141 0 0 0 0 0 0 141 0,2 3 5 2 10 1 1 10 10 9 2 17 2
50 189 ,144,56,0,22
78,145,146,145,4
78,146,145 90,146 0,1 1
50 176 ,152,62 56 50 144 4 83 85 156 138 158 17 141 162,4 162 62 17 50 4 0 0 153 0 156 83 141 50 153 32 83 141 156 85 17 4  6,2 71 12 7 3 236 12 9 15 6 46
4 74 177 178 ,154,17 53,0 0,1 1
50 176 ,156,1,1,4
50,158,9 53,0 0,12 1
39 70 176 ,162,9 17 83 79,0 0 0 0,5 12 1 2
75,6,147 11 4 141,6 0,3 6
39,9,79 3 11 4 14 81 33 83 147,0 0 0 0 0 0 0 0 0,2 8 3 23 7 1 10 7 4
39,10,27 69 83 33,0 0 0,2 1 1
2 70 71 72 73 74 174 ,11,3 4 11 81 147 6 50 9 141,11 0 0 0 0 0 0 6,5 3 1 1 2 4 2 5
50 141 ,14,83 56 138 10 9 141,0 0 0 0 0 0,16 1 3 2 6 1
141,16,3 56,0 0,6 3
16 141 176 ,17,4 83 156  162,0 0 0 0 156 17,3 7 24 12 19
176,23,26,0,15
67,30,58,0,1
67 167 179 ,50,11 83 5 147 59,0 50 0 0 0,4 7 1 6 4
39,53,33,0,4
70 71 189 ,56,59 14 16,0 0 0,5 4 1
135 173 ,62,79,0,1
2,65,65 47 5,0 0 0,3 1 1
41 50 189 ,74,144,0,2
50 173 ,79,83 147 23 9 62,0 0 0 0,1 3 21 3
