standup_date,user_id,project_id,interest_id,time
22/09/2017,92,165,17,160
22/09/2017,138,141,32,240
22/09/2017,141,70,4,240
22/09/2017,147,73,17,96
22/09/2017,147,167,4,96
22/09/2017,156,71,26,160
22/09/2017,156,75,4,160
23/09/2017,6,16,5,96
23/09/2017,6,50,26,96
23/09/2017,6,61,4,96
23/09/2017,6,120,37,96
23/09/2017,55,39,31,480
24/09/2017,10,165,26,480
24/09/2017,55,39,31,480
24/09/2017,81,122,37,480
25/09/2017,6,33,29,96
25/09/2017,6,33,36,96
25/09/2017,6,61,7,96
25/09/2017,6,71,27,96
25/09/2017,6,78,29,96
25/09/2017,10,2,31,240
25/09/2017,10,165,26,240
25/09/2017,11,73,21,240
25/09/2017,11,73,27,240
25/09/2017,17,39,31,240
25/09/2017,17,70,4,240
25/09/2017,30,67,30,480
25/09/2017,32,67,32,240
25/09/2017,53,39,29,240
25/09/2017,53,39,31,240
25/09/2017,55,39,31,480
25/09/2017,56,71,27,160
25/09/2017,56,74,23,160
25/09/2017,58,67,30,480
25/09/2017,65,2,31,480
25/09/2017,69,61,13,480
25/09/2017,74,41,29,160
25/09/2017,74,41,33,160
25/09/2017,74,70,33,160
25/09/2017,79,72,12,120
25/09/2017,79,74,23,120
25/09/2017,79,144,29,120
25/09/2017,79,144,33,120
25/09/2017,80,2,31,240
25/09/2017,80,39,31,240
25/09/2017,83,72,42,480
25/09/2017,90,71,27,160
25/09/2017,90,78,29,160
25/09/2017,90,141,33,160
25/09/2017,92,78,29,240
25/09/2017,92,165,17,240
25/09/2017,141,71,27,120
25/09/2017,141,78,4,120
25/09/2017,145,78,41,480
25/09/2017,146,78,29,480
25/09/2017,153,71,26,480
25/09/2017,155,141,33,480
25/09/2017,156,70,2,240
26/09/2017,3,76,30,480
26/09/2017,6,33,36,160
26/09/2017,6,61,9,160
26/09/2017,6,120,37,160
26/09/2017,10,2,31,160
26/09/2017,10,165,26,160
26/09/2017,11,67,17,160
26/09/2017,11,67,20,160
26/09/2017,11,73,20,160
26/09/2017,17,74,26,480
26/09/2017,27,39,31,240
26/09/2017,30,67,30,480
26/09/2017,32,37,32,240
26/09/2017,32,67,32,240
26/09/2017,53,39,29,240
26/09/2017,53,39,31,240
26/09/2017,56,74,23,160
26/09/2017,56,74,29,160
26/09/2017,58,67,30,480
26/09/2017,59,67,29,240
26/09/2017,65,2,31,480
26/09/2017,73,67,31,240
26/09/2017,74,71,29,480
26/09/2017,80,2,31,240
26/09/2017,80,39,31,240
26/09/2017,83,4,4,120
26/09/2017,83,50,26,120
26/09/2017,83,50,29,120
26/09/2017,83,61,8,120
26/09/2017,90,141,43,240
26/09/2017,90,165,26,240
26/09/2017,92,141,33,240
26/09/2017,92,165,17,240
26/09/2017,141,4,4,80
26/09/2017,141,16,29,80
26/09/2017,141,71,27,80
26/09/2017,145,78,33,480
26/09/2017,146,78,33,480
26/09/2017,147,167,4,160
27/09/2017,3,2,29,240
27/09/2017,3,76,30,240
27/09/2017,6,7,13,96
27/09/2017,6,33,36,96
27/09/2017,6,72,6,96
27/09/2017,6,122,37,96
27/09/2017,6,123,38,96
27/09/2017,11,67,16,160
27/09/2017,11,67,17,160
27/09/2017,11,72,15,160
27/09/2017,14,144,29,120
27/09/2017,14,165,17,120
27/09/2017,14,165,19,120
27/09/2017,30,67,30,480
27/09/2017,50,67,17,96
27/09/2017,50,67,29,96
27/09/2017,50,67,35,96
27/09/2017,51,67,32,160
27/09/2017,53,39,29,240
27/09/2017,53,39,31,240
27/09/2017,56,2,29,240
27/09/2017,58,67,30,480
27/09/2017,65,2,31,480
27/09/2017,73,67,31,240
27/09/2017,74,50,29,240
27/09/2017,74,70,33,240
27/09/2017,79,71,29,96
27/09/2017,79,144,29,96
27/09/2017,79,144,33,96
27/09/2017,79,165,29,96
27/09/2017,79,165,33,96
27/09/2017,81,2,17,480
27/09/2017,83,50,4,120
27/09/2017,83,72,4,120
27/09/2017,90,144,33,240
27/09/2017,90,165,26,240
27/09/2017,92,74,23,240
27/09/2017,92,165,26,240
27/09/2017,141,4,29,60
27/09/2017,141,50,4,60
27/09/2017,141,50,29,60
27/09/2017,141,72,15,60
27/09/2017,141,74,23,60
27/09/2017,145,78,33,480
27/09/2017,146,78,33,480
27/09/2017,153,71,26,480
27/09/2017,156,72,15,160
28/09/2017,3,76,30,240
28/09/2017,3,118,32,240
28/09/2017,6,33,36,120
28/09/2017,6,72,12,120
28/09/2017,6,74,23,120
28/09/2017,6,123,38,120
28/09/2017,10,165,26,240
28/09/2017,11,67,23,240
28/09/2017,11,73,20,240
28/09/2017,14,165,17,240
28/09/2017,16,141,29,240
28/09/2017,16,141,33,240
28/09/2017,17,39,4,240
28/09/2017,17,39,31,240
28/09/2017,30,67,30,480
28/09/2017,58,67,30,480
28/09/2017,65,2,31,480
28/09/2017,73,67,31,480
28/09/2017,74,70,29,160
28/09/2017,74,70,33,160
28/09/2017,74,70,35,160
28/09/2017,81,50,26,480
28/09/2017,83,50,29,160
28/09/2017,83,61,8,160
28/09/2017,83,72,4,160
28/09/2017,90,141,29,240
28/09/2017,90,144,33,240
28/09/2017,92,141,33,240
28/09/2017,92,165,17,240
28/09/2017,141,4,29,240
29/09/2017,3,76,30,480
29/09/2017,6,33,36,240
29/09/2017,6,72,8,240
29/09/2017,10,2,31,240
29/09/2017,11,67,23,480
29/09/2017,14,165,17,240
29/09/2017,17,39,4,120
29/09/2017,17,39,31,120
29/09/2017,17,141,4,120
29/09/2017,30,67,30,480
29/09/2017,65,2,31,480
29/09/2017,73,67,31,480
29/09/2017,74,70,33,240
29/09/2017,74,70,35,240
29/09/2017,79,165,33,480
29/09/2017,90,141,29,240
29/09/2017,90,144,33,240
29/09/2017,92,165,26,480
29/09/2017,141,4,4,240
29/09/2017,141,61,41,240
30/09/2017,55,39,31,480
01/10/2017,55,39,31,480
01/10/2017,79,71,26,480
01/10/2017,141,4,29,160
01/10/2017,141,33,41,160
02/10/2017,3,76,30,480
02/10/2017,6,33,36,120
02/10/2017,6,70,4,120
02/10/2017,6,74,5,120
02/10/2017,6,78,29,120
02/10/2017,11,50,26,120
02/10/2017,11,67,23,120
02/10/2017,11,73,20,120
02/10/2017,14,50,26,160
02/10/2017,14,165,17,160
02/10/2017,16,41,33,160
02/10/2017,16,50,29,160
02/10/2017,16,73,33,160
02/10/2017,17,2,26,120
02/10/2017,17,39,4,120
02/10/2017,17,39,31,120
02/10/2017,17,141,4,120
02/10/2017,30,67,30,480
02/10/2017,32,67,32,480
02/10/2017,50,33,41,80
02/10/2017,50,67,41,80
02/10/2017,50,74,23,80
02/10/2017,50,74,24,80
02/10/2017,56,70,5,96
02/10/2017,56,74,29,96
02/10/2017,56,162,29,96
02/10/2017,58,67,30,480
02/10/2017,59,67,29,160
02/10/2017,62,72,45,160
02/10/2017,63,1,30,480
02/10/2017,65,2,31,480
02/10/2017,69,61,8,480
02/10/2017,74,33,29,120
02/10/2017,74,70,33,120
02/10/2017,74,70,35,120
02/10/2017,74,71,26,120
02/10/2017,79,70,4,120
02/10/2017,79,71,26,120
02/10/2017,79,144,29,120
02/10/2017,79,144,33,120
02/10/2017,81,2,17,120
02/10/2017,81,2,40,120
02/10/2017,81,50,26,120
02/10/2017,81,67,17,120
02/10/2017,90,70,29,240
02/10/2017,90,144,33,240
02/10/2017,92,74,23,120
02/10/2017,92,78,29,120
02/10/2017,92,78,33,120
02/10/2017,92,141,33,120
02/10/2017,141,16,29,68
02/10/2017,141,50,4,68
02/10/2017,141,50,29,68
02/10/2017,141,72,45,68
02/10/2017,141,75,41,68
02/10/2017,141,78,4,68
02/10/2017,151,70,4,160
02/10/2017,151,70,5,160
02/10/2017,152,71,26,240
02/10/2017,154,2,31,120
02/10/2017,154,2,33,120
02/10/2017,154,2,43,120
02/10/2017,155,67,33,240
02/10/2017,155,141,33,240
02/10/2017,156,75,4,120
03/10/2017,3,76,30,480
03/10/2017,6,33,36,160
03/10/2017,6,74,23,160
03/10/2017,6,122,37,160
03/10/2017,10,2,31,240
03/10/2017,14,50,26,240
03/10/2017,14,165,17,240
03/10/2017,16,73,33,480
03/10/2017,17,74,24,160
03/10/2017,17,141,4,160
03/10/2017,30,67,30,480
03/10/2017,50,67,17,96
03/10/2017,50,67,29,96
03/10/2017,50,67,35,96
03/10/2017,50,74,36,96
03/10/2017,53,39,31,480
03/10/2017,56,2,29,80
03/10/2017,56,71,25,80
03/10/2017,56,144,29,80
03/10/2017,56,162,29,80
03/10/2017,58,67,30,480
03/10/2017,59,1,29,160
03/10/2017,63,1,30,480
03/10/2017,65,2,31,480
03/10/2017,69,16,13,240
03/10/2017,74,70,33,480
03/10/2017,79,16,13,160
03/10/2017,79,71,26,160
03/10/2017,79,144,33,160
03/10/2017,81,2,17,160
03/10/2017,81,2,40,160
03/10/2017,81,74,27,160
03/10/2017,90,144,29,240
03/10/2017,90,144,33,240
03/10/2017,92,78,33,240
03/10/2017,92,141,33,240
03/10/2017,138,72,32,240
03/10/2017,141,4,29,240
04/10/2017,3,2,29,160
04/10/2017,3,67,29,160
04/10/2017,3,76,35,160
04/10/2017,6,1,29,96
04/10/2017,6,17,8,96
04/10/2017,6,61,9,96
04/10/2017,6,71,19,96
04/10/2017,6,122,37,96
04/10/2017,10,2,31,480
04/10/2017,11,73,20,240
04/10/2017,11,73,27,240
04/10/2017,14,50,29,96
04/10/2017,14,144,29,96
04/10/2017,14,159,24,96
04/10/2017,14,165,17,96
04/10/2017,14,165,29,96
04/10/2017,16,41,33,160
04/10/2017,16,73,33,160
04/10/2017,16,141,29,160
04/10/2017,17,2,4,120
04/10/2017,17,2,4,120
04/10/2017,17,39,4,120
04/10/2017,17,39,4,120
04/10/2017,17,74,26,120
04/10/2017,17,74,26,120
04/10/2017,17,141,4,120
04/10/2017,17,141,4,120
04/10/2017,30,67,30,480
04/10/2017,50,67,29,53
04/10/2017,50,67,32,53
04/10/2017,50,67,35,53
04/10/2017,50,67,41,53
04/10/2017,50,73,27,53
04/10/2017,50,74,24,53
04/10/2017,51,67,32,160
04/10/2017,53,39,29,240
04/10/2017,53,39,31,240
04/10/2017,56,2,29,96
04/10/2017,56,50,5,96
04/10/2017,56,162,29,96
04/10/2017,58,67,30,480
04/10/2017,59,67,29,160
04/10/2017,63,1,30,480
04/10/2017,65,2,31,480
04/10/2017,78,7,37,480
04/10/2017,79,16,13,120
04/10/2017,79,71,26,120
04/10/2017,79,144,29,120
04/10/2017,79,144,33,120
04/10/2017,81,2,17,96
04/10/2017,81,2,43,96
04/10/2017,81,50,17,96
04/10/2017,81,67,17,96
04/10/2017,83,50,26,120
04/10/2017,83,50,29,120
04/10/2017,83,72,7,120
04/10/2017,83,72,42,120
04/10/2017,90,144,29,240
04/10/2017,90,144,33,240
04/10/2017,92,74,23,160
04/10/2017,92,78,33,160
04/10/2017,92,141,33,160
04/10/2017,138,141,32,120
04/10/2017,138,141,32,120
04/10/2017,138,159,24,120
04/10/2017,138,159,24,120
04/10/2017,141,50,4,96
04/10/2017,141,72,43,96
04/10/2017,141,72,45,96
04/10/2017,141,74,23,96
04/10/2017,144,67,32,480
04/10/2017,152,71,26,160
04/10/2017,154,2,5,80
04/10/2017,154,2,20,80
04/10/2017,154,2,28,80
04/10/2017,154,2,31,80
04/10/2017,154,2,33,80
04/10/2017,154,162,20,80
05/10/2017,3,76,30,480
05/10/2017,6,33,36,160
05/10/2017,6,72,42,160
05/10/2017,6,78,29,160
05/10/2017,11,2,20,120
05/10/2017,11,73,21,120
05/10/2017,11,73,27,120
05/10/2017,11,74,23,120
05/10/2017,14,74,23,240
05/10/2017,14,165,17,240
05/10/2017,16,73,33,240
05/10/2017,16,141,29,240
05/10/2017,17,74,24,240
05/10/2017,17,74,26,240
05/10/2017,27,39,31,160
05/10/2017,27,70,5,160
05/10/2017,30,67,30,480
05/10/2017,32,37,32,240
05/10/2017,32,67,32,240
05/10/2017,50,73,16,160
05/10/2017,50,74,23,160
05/10/2017,50,140,23,160
05/10/2017,51,67,32,480
05/10/2017,53,39,29,480
05/10/2017,56,73,17,120
05/10/2017,56,168,4,120
05/10/2017,58,67,30,480
05/10/2017,59,67,29,160
05/10/2017,62,72,31,120
05/10/2017,62,83,45,120
05/10/2017,62,135,29,120
05/10/2017,63,1,30,480
05/10/2017,65,2,31,480
05/10/2017,69,16,13,120
05/10/2017,69,72,14,120
05/10/2017,69,75,38,120
05/10/2017,74,70,33,240
05/10/2017,74,72,42,240
05/10/2017,79,72,42,160
05/10/2017,79,72,45,160
05/10/2017,79,144,29,160
05/10/2017,81,39,17,160
05/10/2017,81,74,27,160
05/10/2017,83,50,26,240
05/10/2017,83,72,4,240
05/10/2017,85,78,29,240
05/10/2017,90,71,27,160
05/10/2017,90,78,29,160
05/10/2017,90,141,29,160
05/10/2017,92,72,42,80
05/10/2017,92,74,23,80
05/10/2017,92,78,29,80
05/10/2017,92,78,33,80
05/10/2017,92,141,33,80
05/10/2017,138,72,45,160
05/10/2017,138,141,32,160
05/10/2017,138,159,24,160
05/10/2017,144,67,32,60
05/10/2017,144,72,31,60
05/10/2017,145,78,41,480
05/10/2017,146,78,41,480
05/10/2017,152,71,26,240
05/10/2017,155,67,23,480
05/10/2017,156,72,45,240
06/10/2017,6,2,5,160
06/10/2017,6,17,8,160
06/10/2017,6,50,37,160
06/10/2017,11,73,20,160
06/10/2017,11,73,22,160
06/10/2017,11,74,23,160
06/10/2017,14,159,29,240
06/10/2017,14,165,19,240
06/10/2017,16,73,33,240
06/10/2017,16,141,29,240
06/10/2017,17,74,24,120
06/10/2017,17,74,26,120
06/10/2017,17,141,4,120
06/10/2017,30,67,30,480
06/10/2017,32,37,32,480
06/10/2017,33,39,32,480
06/10/2017,50,72,45,120
06/10/2017,50,74,23,120
06/10/2017,51,67,32,240
06/10/2017,53,39,29,480
06/10/2017,56,72,5,160
06/10/2017,56,74,23,160
06/10/2017,58,67,30,480
06/10/2017,62,72,31,96
06/10/2017,62,83,45,96
06/10/2017,62,135,29,96
06/10/2017,63,1,30,240
06/10/2017,63,1,31,240
06/10/2017,65,2,31,480
06/10/2017,74,70,33,480
06/10/2017,79,72,12,120
06/10/2017,79,144,29,120
06/10/2017,79,144,33,120
06/10/2017,80,39,15,480
06/10/2017,83,72,7,160
06/10/2017,83,72,38,160
06/10/2017,85,33,41,160
06/10/2017,90,75,41,120
06/10/2017,90,141,29,120
06/10/2017,90,144,29,120
06/10/2017,90,144,33,120
06/10/2017,92,78,29,160
06/10/2017,92,78,33,160
06/10/2017,92,141,29,160
06/10/2017,138,141,32,240
06/10/2017,138,159,24,240
06/10/2017,141,4,29,120
06/10/2017,141,72,29,120
06/10/2017,141,73,4,120
06/10/2017,141,75,41,120
06/10/2017,147,74,27,240
06/10/2017,152,71,26,240
06/10/2017,156,70,5,120
06/10/2017,156,75,4,120
07/10/2017,6,33,36,480
07/10/2017,55,39,31,480
07/10/2017,80,39,31,480
08/10/2017,55,39,31,480
08/10/2017,56,72,4,480
08/10/2017,80,39,31,480
08/10/2017,145,78,33,480
08/10/2017,146,78,33,480
09/10/2017,3,70,4,240
09/10/2017,3,76,30,240
09/10/2017,6,72,29,120
09/10/2017,6,74,5,120
09/10/2017,6,122,37,120
09/10/2017,6,123,38,120
09/10/2017,10,39,31,480
09/10/2017,14,144,29,160
09/10/2017,14,159,24,160
09/10/2017,14,165,4,160
09/10/2017,17,2,4,80
09/10/2017,17,2,26,80
09/10/2017,17,72,15,80
09/10/2017,17,135,4,80
09/10/2017,17,141,4,80
09/10/2017,17,159,24,80
09/10/2017,30,67,30,480
09/10/2017,32,37,32,480
09/10/2017,50,67,29,80
09/10/2017,50,67,29,80
09/10/2017,50,67,29,80
09/10/2017,50,72,29,80
09/10/2017,50,72,29,80
09/10/2017,50,72,29,80
09/10/2017,50,74,29,80
09/10/2017,50,74,29,80
09/10/2017,50,74,29,80
09/10/2017,51,67,32,240
09/10/2017,53,39,29,480
09/10/2017,56,70,5,68
09/10/2017,56,71,26,68
09/10/2017,56,74,23,68
09/10/2017,56,144,29,68
09/10/2017,56,168,4,68
09/10/2017,58,67,30,480
09/10/2017,63,1,30,240
09/10/2017,63,1,31,240
09/10/2017,65,2,31,480
09/10/2017,69,16,13,160
09/10/2017,69,17,8,160
09/10/2017,69,72,6,160
09/10/2017,74,70,33,480
09/10/2017,79,144,29,120
09/10/2017,79,144,37,120
09/10/2017,80,39,31,480
09/10/2017,81,2,17,96
09/10/2017,81,2,23,96
09/10/2017,81,2,24,96
09/10/2017,81,2,40,96
09/10/2017,81,39,17,96
09/10/2017,83,16,29,120
09/10/2017,83,72,7,120
09/10/2017,83,72,29,120
09/10/2017,90,78,33,120
09/10/2017,90,141,29,120
09/10/2017,90,144,29,120
09/10/2017,90,144,33,120
09/10/2017,92,141,29,240
09/10/2017,92,141,33,240
09/10/2017,138,72,7,240
09/10/2017,138,159,24,240
09/10/2017,141,4,4,120
09/10/2017,141,16,4,120
09/10/2017,141,72,41,120
09/10/2017,144,67,32,240
09/10/2017,144,72,12,240
09/10/2017,154,2,31,240
09/10/2017,154,2,33,240
09/10/2017,155,141,33,480
09/10/2017,157,2,29,480
10/10/2017,3,1,29,240
10/10/2017,3,76,30,240
10/10/2017,6,1,29,240
10/10/2017,6,73,19,240
10/10/2017,9,39,29,240
10/10/2017,9,159,24,240
10/10/2017,10,39,31,240
10/10/2017,10,141,29,240
10/10/2017,11,73,20,240
10/10/2017,11,74,27,240
10/10/2017,14,159,24,160
10/10/2017,14,165,4,160
10/10/2017,17,2,26,96
10/10/2017,17,72,31,96
10/10/2017,17,72,41,96
10/10/2017,17,141,4,96
10/10/2017,17,159,24,96
10/10/2017,30,67,30,480
10/10/2017,32,37,32,480
10/10/2017,58,67,30,480
10/10/2017,59,67,29,160
10/10/2017,62,72,31,240
10/10/2017,62,135,29,240
10/10/2017,69,61,4,96
10/10/2017,69,61,8,96
10/10/2017,69,61,9,96
10/10/2017,69,61,13,96
10/10/2017,74,70,33,480
10/10/2017,79,16,43,120
10/10/2017,79,74,23,120
10/10/2017,79,144,29,120
10/10/2017,79,144,33,120
10/10/2017,81,2,17,160
10/10/2017,81,2,24,160
10/10/2017,81,67,23,160
10/10/2017,83,16,29,120
10/10/2017,83,50,8,120
10/10/2017,83,50,29,120
10/10/2017,90,74,29,120
10/10/2017,90,78,29,120
10/10/2017,90,141,29,120
10/10/2017,90,144,29,120
10/10/2017,92,74,23,160
10/10/2017,92,78,33,160
10/10/2017,92,141,2,160
10/10/2017,138,141,32,160
10/10/2017,138,159,24,160
10/10/2017,141,16,35,160
10/10/2017,144,67,32,480
10/10/2017,147,74,27,240
10/10/2017,157,1,29,480
11/10/2017,3,2,29,240
11/10/2017,3,76,30,240
11/10/2017,6,33,36,160
11/10/2017,6,33,39,160
11/10/2017,6,124,9,160
11/10/2017,9,39,29,240
11/10/2017,9,159,24,240
11/10/2017,10,2,29,160
11/10/2017,10,39,29,160
11/10/2017,10,72,31,160
11/10/2017,23,74,23,240
11/10/2017,30,67,30,480
11/10/2017,32,67,32,480
11/10/2017,53,39,29,480
11/10/2017,58,67,30,480
11/10/2017,59,2,29,120
11/10/2017,59,2,29,120
11/10/2017,59,67,29,120
11/10/2017,59,67,29,120
11/10/2017,62,72,31,160
11/10/2017,62,135,29,160
11/10/2017,69,7,37,160
11/10/2017,69,61,13,160
11/10/2017,69,75,23,160
11/10/2017,73,67,31,480
11/10/2017,74,70,33,480
11/10/2017,78,7,37,480
11/10/2017,79,144,29,240
11/10/2017,79,144,33,240
11/10/2017,80,72,45,480
11/10/2017,81,2,17,160
11/10/2017,81,2,32,160
11/10/2017,81,39,17,160
11/10/2017,85,76,45,120
11/10/2017,90,72,29,120
11/10/2017,90,141,29,120
11/10/2017,90,144,29,120
11/10/2017,90,144,33,120
11/10/2017,92,74,23,160
11/10/2017,92,75,41,160
11/10/2017,92,141,33,160
11/10/2017,138,141,32,240
11/10/2017,138,159,24,240
11/10/2017,141,16,29,240
11/10/2017,141,33,41,240
11/10/2017,144,67,29,240
11/10/2017,144,72,31,240
11/10/2017,145,78,33,480
11/10/2017,146,78,33,480
11/10/2017,154,2,20,160
11/10/2017,154,2,33,160
11/10/2017,154,75,41,160
11/10/2017,156,72,45,160
11/10/2017,156,141,31,160
11/10/2017,157,2,29,240
12/10/2017,6,71,26,160
12/10/2017,6,78,29,160
12/10/2017,9,39,29,160
12/10/2017,9,72,15,160
12/10/2017,10,39,29,160
12/10/2017,10,165,19,160
12/10/2017,11,73,16,96
12/10/2017,11,73,20,96
12/10/2017,11,73,27,96
12/10/2017,11,74,23,96
12/10/2017,11,74,24,96
12/10/2017,17,141,4,480
12/10/2017,23,67,34,160
12/10/2017,30,67,30,480
12/10/2017,58,67,30,480
12/10/2017,59,72,45,160
12/10/2017,62,135,29,160
12/10/2017,73,67,31,480
12/10/2017,78,7,37,480
12/10/2017,79,144,29,160
12/10/2017,79,144,33,160
12/10/2017,79,144,43,160
12/10/2017,81,2,17,120
12/10/2017,81,2,38,120
12/10/2017,81,39,17,120
12/10/2017,81,67,17,120
12/10/2017,85,76,31,120
12/10/2017,85,76,45,120
12/10/2017,85,78,29,120
12/10/2017,90,74,29,96
12/10/2017,90,78,29,96
12/10/2017,90,78,33,96
12/10/2017,90,144,29,96
12/10/2017,90,144,33,96
12/10/2017,92,74,23,160
12/10/2017,92,78,29,160
12/10/2017,92,78,33,160
12/10/2017,138,72,7,160
12/10/2017,138,141,32,160
12/10/2017,141,16,35,96
12/10/2017,141,72,15,96
12/10/2017,141,72,29,96
12/10/2017,141,78,29,96
12/10/2017,144,67,32,240
12/10/2017,145,78,29,480
12/10/2017,146,78,29,480
12/10/2017,157,1,29,240
12/10/2017,157,2,29,240
13/10/2017,6,33,36,160
13/10/2017,6,70,4,160
13/10/2017,6,74,23,160
13/10/2017,9,39,29,480
13/10/2017,10,39,29,240
13/10/2017,10,165,19,240
13/10/2017,11,2,21,120
13/10/2017,11,73,20,120
13/10/2017,11,74,4,120
13/10/2017,11,74,27,120
13/10/2017,30,67,30,480
13/10/2017,32,37,32,160
13/10/2017,32,67,32,160
13/10/2017,58,67,30,480
13/10/2017,62,83,45,160
13/10/2017,62,135,29,160
13/10/2017,69,16,13,240
13/10/2017,69,16,14,240
13/10/2017,73,67,31,480
13/10/2017,74,70,33,480
13/10/2017,78,7,37,480
13/10/2017,79,70,4,160
13/10/2017,79,144,33,160
13/10/2017,90,70,29,240
13/10/2017,90,144,33,240
13/10/2017,138,73,32,160
13/10/2017,138,141,32,160
13/10/2017,141,16,35,96
13/10/2017,141,71,42,96
13/10/2017,141,75,4,96
13/10/2017,144,67,32,480
13/10/2017,147,74,27,240
13/10/2017,154,2,31,480
13/10/2017,156,75,4,160
13/10/2017,157,39,29,480
14/10/2017,6,16,9,160
14/10/2017,6,72,29,160
14/10/2017,6,123,36,160
14/10/2017,55,39,31,480
14/10/2017,81,2,17,240
14/10/2017,81,39,17,240
14/10/2017,141,16,35,480
14/10/2017,145,78,43,480
14/10/2017,146,78,43,480
15/10/2017,6,16,9,160
15/10/2017,6,33,36,160
15/10/2017,6,122,37,160
15/10/2017,69,16,13,240
15/10/2017,69,72,9,240
15/10/2017,141,16,35,240
16/10/2017,9,39,29,480
16/10/2017,10,2,29,160
16/10/2017,10,39,29,160
16/10/2017,10,39,31,160
16/10/2017,11,73,20,240
16/10/2017,11,74,27,240
16/10/2017,14,144,29,120
16/10/2017,14,144,33,120
16/10/2017,14,165,29,120
16/10/2017,16,44,31,480
16/10/2017,30,67,30,480
16/10/2017,32,37,32,480
16/10/2017,50,72,29,160
16/10/2017,50,74,29,160
16/10/2017,53,39,29,160
16/10/2017,53,39,31,160
16/10/2017,53,144,31,160
16/10/2017,58,67,30,480
16/10/2017,62,135,29,160
16/10/2017,65,2,31,480
16/10/2017,69,72,9,240
16/10/2017,69,122,37,240
16/10/2017,73,67,31,240
16/10/2017,74,70,33,480
16/10/2017,78,7,37,480
16/10/2017,79,144,29,120
16/10/2017,79,144,33,120
16/10/2017,81,2,24,160
16/10/2017,81,2,38,160
16/10/2017,81,39,17,160
16/10/2017,90,141,29,240
16/10/2017,90,144,33,240
16/10/2017,141,16,35,160
16/10/2017,141,72,29,160
16/10/2017,153,2,26,240
16/10/2017,157,2,29,240
17/10/2017,9,39,29,240
17/10/2017,9,72,15,240
17/10/2017,10,39,29,160
17/10/2017,10,39,31,160
17/10/2017,10,165,19,160
17/10/2017,14,144,29,240
17/10/2017,14,144,33,240
17/10/2017,16,44,31,480
17/10/2017,30,67,30,480
17/10/2017,50,67,38,160
17/10/2017,56,144,29,120
17/10/2017,56,172,35,120
17/10/2017,58,67,30,480
17/10/2017,62,67,32,120
17/10/2017,62,67,34,120
17/10/2017,62,72,7,120
17/10/2017,65,2,31,480
17/10/2017,74,17,33,480
17/10/2017,81,2,23,240
17/10/2017,81,39,17,240
17/10/2017,90,144,29,240
17/10/2017,90,144,33,240
17/10/2017,92,78,29,160
17/10/2017,92,78,33,160
17/10/2017,92,172,24,160
17/10/2017,141,4,29,68
17/10/2017,141,71,25,68
17/10/2017,141,71,27,68
17/10/2017,141,72,15,68
17/10/2017,141,172,29,68
17/10/2017,154,2,28,120
17/10/2017,154,2,33,120
17/10/2017,154,2,43,120
17/10/2017,154,73,20,120
17/10/2017,157,2,29,480
18/10/2017,9,39,29,480
18/10/2017,11,67,20,240
18/10/2017,14,144,33,480
18/10/2017,16,44,31,480
18/10/2017,17,72,31,160
18/10/2017,17,141,4,160
18/10/2017,17,159,24,160
18/10/2017,27,39,31,160
18/10/2017,27,70,5,160
18/10/2017,32,37,32,240
18/10/2017,32,67,32,240
18/10/2017,50,67,29,480
18/10/2017,53,24,29,160
18/10/2017,53,39,29,160
18/10/2017,53,39,31,160
18/10/2017,56,144,29,160
18/10/2017,58,67,30,480
18/10/2017,59,67,29,160
18/10/2017,65,2,31,480
18/10/2017,69,61,9,480
18/10/2017,79,144,33,120
18/10/2017,90,144,29,240
18/10/2017,90,144,33,240
18/10/2017,92,78,33,480
18/10/2017,141,70,43,120
18/10/2017,144,67,29,480
18/10/2017,145,78,31,480
18/10/2017,146,78,31,480
18/10/2017,154,2,28,160
18/10/2017,154,2,31,160
18/10/2017,157,1,29,160
18/10/2017,157,2,29,160
18/10/2017,157,39,29,160
19/10/2017,9,39,29,480
19/10/2017,14,141,29,240
19/10/2017,14,165,29,240
19/10/2017,16,44,31,480
19/10/2017,17,2,26,240
19/10/2017,17,141,4,240
19/10/2017,32,37,32,480
19/10/2017,53,39,29,240
19/10/2017,53,39,31,240
19/10/2017,58,67,30,480
19/10/2017,65,2,31,480
19/10/2017,69,122,37,480
19/10/2017,74,17,33,480
19/10/2017,79,72,12,160
19/10/2017,80,71,4,480
19/10/2017,81,39,17,480
19/10/2017,85,78,29,240
19/10/2017,90,78,29,160
19/10/2017,90,141,29,160
19/10/2017,90,144,29,160
19/10/2017,92,78,29,240
19/10/2017,92,141,29,240
19/10/2017,141,4,35,240
19/10/2017,144,67,32,480
19/10/2017,145,78,29,480
19/10/2017,146,78,29,480
19/10/2017,156,141,29,120
19/10/2017,156,141,31,120
20/10/2017,10,141,29,240
20/10/2017,10,165,26,240
20/10/2017,14,165,17,240
20/10/2017,14,165,19,240
20/10/2017,16,44,31,480
20/10/2017,27,39,31,240
20/10/2017,32,37,32,480
20/10/2017,53,39,29,240
20/10/2017,53,39,31,240
20/10/2017,58,67,30,480
20/10/2017,62,135,29,240
20/10/2017,65,2,31,480
20/10/2017,80,2,31,480
20/10/2017,81,2,17,160
20/10/2017,81,39,17,160
20/10/2017,81,50,26,160
20/10/2017,90,141,43,240
20/10/2017,90,144,33,240
20/10/2017,92,78,33,480
20/10/2017,141,4,35,80
