standup_date,user_id,project_id,interest_id,time
27/06/2017,10,2,31,480
27/06/2017,14,16,5,160
27/06/2017,14,16,33,160
27/06/2017,14,144,33,160
27/06/2017,17,16,4,160
27/06/2017,17,135,32,160
27/06/2017,30,67,30,480
27/06/2017,33,39,32,480
27/06/2017,42,138,31,480
27/06/2017,51,138,29,240
27/06/2017,51,138,31,240
27/06/2017,53,16,5,96
27/06/2017,53,39,31,96
27/06/2017,53,40,29,96
27/06/2017,53,144,29,96
27/06/2017,58,67,30,480
27/06/2017,62,135,29,120
27/06/2017,62,138,32,120
27/06/2017,63,1,30,480
27/06/2017,65,2,31,480
27/06/2017,73,37,29,240
27/06/2017,74,41,29,80
27/06/2017,74,50,12,80
27/06/2017,74,72,5,80
27/06/2017,74,78,5,80
27/06/2017,74,78,33,80
27/06/2017,74,144,29,80
27/06/2017,83,16,41,240
27/06/2017,90,78,29,480
27/06/2017,141,16,5,240
27/06/2017,141,16,29,240
27/06/2017,143,2,31,480
27/06/2017,145,78,5,160
27/06/2017,145,78,29,160
27/06/2017,145,78,33,160
27/06/2017,146,78,29,240
27/06/2017,146,78,33,240
28/06/2017,4,37,29,80
28/06/2017,4,71,27,80
28/06/2017,4,74,23,80
28/06/2017,6,33,36,120
28/06/2017,6,61,7,120
28/06/2017,6,61,9,120
28/06/2017,10,2,31,240
28/06/2017,10,141,29,240
28/06/2017,14,16,33,80
28/06/2017,14,33,41,80
28/06/2017,14,50,29,80
28/06/2017,14,50,41,80
28/06/2017,14,144,29,80
28/06/2017,14,144,33,80
28/06/2017,16,141,24,480
28/06/2017,17,2,32,160
28/06/2017,17,135,32,160
28/06/2017,30,67,30,480
28/06/2017,33,2,43,240
28/06/2017,33,39,32,240
28/06/2017,42,138,31,480
28/06/2017,50,67,35,480
28/06/2017,51,17,8,240
28/06/2017,51,138,31,240
28/06/2017,53,39,31,96
28/06/2017,53,40,31,96
28/06/2017,53,100,29,96
28/06/2017,56,50,29,96
28/06/2017,58,67,30,480
28/06/2017,63,1,30,480
28/06/2017,65,2,31,480
28/06/2017,69,16,4,480
28/06/2017,73,67,31,240
28/06/2017,79,50,29,53
28/06/2017,79,50,33,53
28/06/2017,79,50,41,53
28/06/2017,79,100,29,53
28/06/2017,79,100,41,53
28/06/2017,79,144,2,53
28/06/2017,83,50,4,120
28/06/2017,143,2,31,480
28/06/2017,145,78,33,480
28/06/2017,146,78,33,480
29/06/2017,3,2,30,480
29/06/2017,4,17,29,60
29/06/2017,4,33,22,60
29/06/2017,4,33,36,60
29/06/2017,4,39,29,60
29/06/2017,4,41,29,60
29/06/2017,4,71,27,60
29/06/2017,6,1,29,96
29/06/2017,6,33,36,96
29/06/2017,6,33,41,96
29/06/2017,6,118,22,96
29/06/2017,9,39,29,120
29/06/2017,9,50,12,120
29/06/2017,9,74,29,120
29/06/2017,14,16,33,120
29/06/2017,14,50,29,120
29/06/2017,14,144,29,120
29/06/2017,16,41,33,160
29/06/2017,16,141,24,160
29/06/2017,16,141,33,160
29/06/2017,17,2,32,160
29/06/2017,17,16,4,160
29/06/2017,17,135,32,160
29/06/2017,23,37,34,240
29/06/2017,30,67,30,480
29/06/2017,33,39,32,240
29/06/2017,42,138,31,480
29/06/2017,50,67,35,240
29/06/2017,51,138,29,240
29/06/2017,51,138,31,240
29/06/2017,53,40,29,120
29/06/2017,53,100,29,120
29/06/2017,53,144,29,120
29/06/2017,56,144,29,240
29/06/2017,58,67,30,480
29/06/2017,59,67,29,160
29/06/2017,63,1,30,480
29/06/2017,65,2,31,480
29/06/2017,73,37,31,240
29/06/2017,74,100,29,240
29/06/2017,74,144,29,240
29/06/2017,79,50,33,160
29/06/2017,79,100,29,160
29/06/2017,79,144,29,160
29/06/2017,85,78,31,480
29/06/2017,141,50,29,240
29/06/2017,143,2,31,480
29/06/2017,145,78,33,480
29/06/2017,146,78,33,480
30/06/2017,3,2,29,120
30/06/2017,3,33,29,120
30/06/2017,3,78,30,120
30/06/2017,3,78,31,120
30/06/2017,4,32,27,68
30/06/2017,4,33,41,68
30/06/2017,4,67,29,68
30/06/2017,4,71,27,68
30/06/2017,4,73,27,68
30/06/2017,6,33,41,120
30/06/2017,6,50,26,120
30/06/2017,6,123,41,120
30/06/2017,9,7,41,96
30/06/2017,9,17,12,96
30/06/2017,9,33,41,96
30/06/2017,9,39,29,96
30/06/2017,14,33,5,96
30/06/2017,14,50,29,96
30/06/2017,14,78,31,96
30/06/2017,14,144,33,96
30/06/2017,16,141,24,480
30/06/2017,17,2,32,240
30/06/2017,17,135,32,240
30/06/2017,30,67,30,480
30/06/2017,33,39,32,240
30/06/2017,42,138,31,480
30/06/2017,50,33,41,80
30/06/2017,50,67,17,80
30/06/2017,50,67,35,80
30/06/2017,50,67,41,80
30/06/2017,50,71,27,80
30/06/2017,51,138,31,480
30/06/2017,53,100,31,480
30/06/2017,59,67,29,160
30/06/2017,63,1,31,480
30/06/2017,65,2,30,240
30/06/2017,65,2,31,240
30/06/2017,73,67,31,240
30/06/2017,74,33,41,120
30/06/2017,74,78,33,120
30/06/2017,74,141,5,120
30/06/2017,74,144,33,120
30/06/2017,79,17,8,96
30/06/2017,79,50,33,96
30/06/2017,79,100,41,96
30/06/2017,79,144,33,96
30/06/2017,83,7,41,96
30/06/2017,83,72,12,96
30/06/2017,83,72,42,96
30/06/2017,83,75,4,96
30/06/2017,85,33,41,240
30/06/2017,85,78,30,240
30/06/2017,90,78,29,240
30/06/2017,90,78,33,240
30/06/2017,92,78,33,480
30/06/2017,141,33,41,480
30/06/2017,143,2,31,480
30/06/2017,145,78,29,240
30/06/2017,145,78,33,240
30/06/2017,146,78,29,240
30/06/2017,146,78,33,240
01/07/2017,6,33,36,240
01/07/2017,6,33,41,240
02/07/2017,4,33,41,480
02/07/2017,74,144,33,480
03/07/2017,3,78,30,240
03/07/2017,3,78,31,240
03/07/2017,4,2,29,60
03/07/2017,4,16,37,60
03/07/2017,4,33,41,60
03/07/2017,4,39,29,60
03/07/2017,4,61,12,60
03/07/2017,4,74,23,60
03/07/2017,4,141,29,60
03/07/2017,6,61,9,120
03/07/2017,6,74,23,120
03/07/2017,6,78,29,120
03/07/2017,9,33,41,160
03/07/2017,9,39,29,160
03/07/2017,9,74,29,160
03/07/2017,10,2,29,240
03/07/2017,10,141,29,240
03/07/2017,14,33,5,160
03/07/2017,14,73,4,160
03/07/2017,14,144,33,160
03/07/2017,17,2,32,160
03/07/2017,17,135,32,160
03/07/2017,30,67,30,480
03/07/2017,33,2,43,240
03/07/2017,33,39,32,240
03/07/2017,50,33,41,80
03/07/2017,50,67,17,80
03/07/2017,50,67,30,80
03/07/2017,50,72,8,80
03/07/2017,50,74,23,80
03/07/2017,51,138,31,480
03/07/2017,53,39,29,120
03/07/2017,53,39,31,120
03/07/2017,53,44,31,120
03/07/2017,53,100,29,120
03/07/2017,56,33,41,96
03/07/2017,56,74,29,96
03/07/2017,56,74,32,96
03/07/2017,59,37,29,240
03/07/2017,62,135,29,160
03/07/2017,63,1,31,480
03/07/2017,65,2,30,240
03/07/2017,65,2,31,240
03/07/2017,69,1,4,480
03/07/2017,74,33,41,80
03/07/2017,74,41,29,80
03/07/2017,74,78,33,80
03/07/2017,74,100,29,80
03/07/2017,74,144,33,80
03/07/2017,79,33,33,80
03/07/2017,79,33,39,80
03/07/2017,79,50,29,80
03/07/2017,79,50,33,80
03/07/2017,79,100,2,80
03/07/2017,83,16,4,160
03/07/2017,83,33,41,160
03/07/2017,85,33,41,160
03/07/2017,85,78,29,160
03/07/2017,85,78,31,160
03/07/2017,90,78,29,480
03/07/2017,92,78,29,240
03/07/2017,92,78,33,240
03/07/2017,141,33,41,160
03/07/2017,141,50,29,160
03/07/2017,141,78,29,160
03/07/2017,143,2,31,480
03/07/2017,145,78,29,160
03/07/2017,145,78,33,160
03/07/2017,145,78,41,160
03/07/2017,146,78,29,160
03/07/2017,146,78,33,160
03/07/2017,146,78,41,160
04/07/2017,3,1,29,160
04/07/2017,3,73,17,160
04/07/2017,3,142,3,160
04/07/2017,4,33,36,60
04/07/2017,4,33,41,60
04/07/2017,4,61,8,60
04/07/2017,4,71,26,60
04/07/2017,4,71,27,60
04/07/2017,4,73,19,60
04/07/2017,4,73,41,60
04/07/2017,6,1,29,96
04/07/2017,6,33,36,96
04/07/2017,6,33,41,96
04/07/2017,6,73,4,96
04/07/2017,9,1,29,120
04/07/2017,9,39,29,120
04/07/2017,9,50,12,120
04/07/2017,10,2,29,240
04/07/2017,10,141,29,240
04/07/2017,11,67,20,120
04/07/2017,11,70,4,120
04/07/2017,11,72,2,120
04/07/2017,11,73,16,120
04/07/2017,14,75,7,480
04/07/2017,16,141,24,480
04/07/2017,32,67,31,480
04/07/2017,33,39,32,480
04/07/2017,50,67,30,160
04/07/2017,50,67,35,160
04/07/2017,51,138,31,160
04/07/2017,63,1,30,480
04/07/2017,65,2,30,240
04/07/2017,65,2,31,240
04/07/2017,74,16,29,160
04/07/2017,74,100,29,160
04/07/2017,74,144,33,160
04/07/2017,83,72,4,96
04/07/2017,83,72,12,96
04/07/2017,83,72,42,96
04/07/2017,138,141,29,120
04/07/2017,138,150,32,120
04/07/2017,138,156,32,120
04/07/2017,141,70,4,160
04/07/2017,143,2,31,480
04/07/2017,145,78,33,480
04/07/2017,146,78,33,480
05/07/2017,3,2,30,480
05/07/2017,4,24,23,96
05/07/2017,4,33,41,96
05/07/2017,4,61,12,96
05/07/2017,4,140,23,96
05/07/2017,6,50,26,160
05/07/2017,6,123,38,160
05/07/2017,9,39,29,160
05/07/2017,9,156,21,160
05/07/2017,10,2,31,240
05/07/2017,10,141,29,240
05/07/2017,11,67,20,240
05/07/2017,11,72,2,240
05/07/2017,14,16,29,96
05/07/2017,14,24,23,96
05/07/2017,14,50,12,96
05/07/2017,14,83,5,96
05/07/2017,14,144,33,96
05/07/2017,16,74,23,480
05/07/2017,30,67,30,480
05/07/2017,32,37,31,480
05/07/2017,33,2,43,240
05/07/2017,33,39,32,240
05/07/2017,50,50,43,120
05/07/2017,51,138,31,240
05/07/2017,53,39,31,160
05/07/2017,53,100,29,160
05/07/2017,59,37,29,160
05/07/2017,62,138,29,160
05/07/2017,63,1,30,480
05/07/2017,65,2,30,240
05/07/2017,65,2,31,240
05/07/2017,66,50,26,480
05/07/2017,74,50,12,80
05/07/2017,74,78,29,80
05/07/2017,74,78,33,80
05/07/2017,74,78,41,80
05/07/2017,74,100,29,80
05/07/2017,79,100,2,160
05/07/2017,79,144,33,160
05/07/2017,83,1,2,160
05/07/2017,83,7,41,160
05/07/2017,138,141,29,160
05/07/2017,138,156,32,160
05/07/2017,141,70,5,480
05/07/2017,143,2,31,480
05/07/2017,145,78,29,240
05/07/2017,145,78,33,240
05/07/2017,146,78,29,240
05/07/2017,146,78,33,240
06/07/2017,3,1,31,120
06/07/2017,3,2,29,120
06/07/2017,3,2,30,120
06/07/2017,3,33,29,120
06/07/2017,4,33,22,96
06/07/2017,4,33,41,96
06/07/2017,4,39,29,96
06/07/2017,4,73,19,96
06/07/2017,4,159,23,96
06/07/2017,6,118,22,160
06/07/2017,9,39,29,160
06/07/2017,9,156,21,160
06/07/2017,9,159,23,160
06/07/2017,11,67,17,96
06/07/2017,11,67,20,96
06/07/2017,11,73,20,96
06/07/2017,11,73,21,96
06/07/2017,11,73,22,96
06/07/2017,14,16,5,160
06/07/2017,14,141,33,160
06/07/2017,14,144,29,160
06/07/2017,16,144,24,480
06/07/2017,17,2,32,160
06/07/2017,17,135,32,160
06/07/2017,33,39,32,240
06/07/2017,50,67,30,120
06/07/2017,50,74,23,120
06/07/2017,56,144,29,96
06/07/2017,56,154,43,96
06/07/2017,62,135,29,120
06/07/2017,62,138,32,120
06/07/2017,63,1,30,480
06/07/2017,66,39,32,240
06/07/2017,74,16,15,96
06/07/2017,74,16,29,96
06/07/2017,74,41,29,96
06/07/2017,74,71,15,96
06/07/2017,74,76,15,96
06/07/2017,79,16,13,68
06/07/2017,79,144,2,68
06/07/2017,79,144,29,68
06/07/2017,79,144,33,68
06/07/2017,85,2,29,120
06/07/2017,85,16,13,120
06/07/2017,85,16,31,120
06/07/2017,85,78,43,120
06/07/2017,138,141,29,120
06/07/2017,138,156,21,120
06/07/2017,143,2,31,480
06/07/2017,145,78,33,480
06/07/2017,146,78,33,480
07/07/2017,3,2,29,120
07/07/2017,3,2,30,120
07/07/2017,3,33,29,120
07/07/2017,3,142,3,120
07/07/2017,4,1,5,80
07/07/2017,4,32,27,80
07/07/2017,4,33,36,80
07/07/2017,4,33,41,80
07/07/2017,4,61,8,80
07/07/2017,6,1,29,160
07/07/2017,6,33,41,160
07/07/2017,9,39,29,240
07/07/2017,9,72,29,240
07/07/2017,11,2,20,80
07/07/2017,11,2,20,80
07/07/2017,11,67,20,80
07/07/2017,11,67,20,80
07/07/2017,11,72,4,80
07/07/2017,11,72,4,80
07/07/2017,11,73,3,80
07/07/2017,11,73,3,80
07/07/2017,11,73,21,80
07/07/2017,11,73,21,80
07/07/2017,11,156,16,80
07/07/2017,11,156,16,80
07/07/2017,14,33,5,120
07/07/2017,14,72,5,120
07/07/2017,14,144,29,120
07/07/2017,14,144,33,120
07/07/2017,16,70,5,480
07/07/2017,17,2,32,240
07/07/2017,30,67,30,480
07/07/2017,32,37,31,480
07/07/2017,33,39,32,480
07/07/2017,53,39,29,160
07/07/2017,53,39,31,160
07/07/2017,53,144,29,160
07/07/2017,56,2,16,80
07/07/2017,56,2,22,80
07/07/2017,56,70,6,80
07/07/2017,56,144,29,80
07/07/2017,56,154,29,80
07/07/2017,63,1,30,480
07/07/2017,65,2,30,240
07/07/2017,65,2,31,240
07/07/2017,74,33,41,80
07/07/2017,74,41,29,80
07/07/2017,74,50,29,80
07/07/2017,74,72,5,80
07/07/2017,74,78,29,80
07/07/2017,74,144,29,80
07/07/2017,79,33,33,96
07/07/2017,79,50,33,96
07/07/2017,79,72,4,96
07/07/2017,79,144,29,96
07/07/2017,79,144,33,96
07/07/2017,83,1,2,96
07/07/2017,83,72,5,96
07/07/2017,83,72,9,96
07/07/2017,85,16,31,120
07/07/2017,85,33,41,120
07/07/2017,85,70,5,120
07/07/2017,85,78,43,120
07/07/2017,141,33,41,240
07/07/2017,141,72,5,240
07/07/2017,145,78,5,160
07/07/2017,145,78,29,160
07/07/2017,145,78,33,160
07/07/2017,146,78,29,240
07/07/2017,146,78,33,240
08/07/2017,4,7,37,160
08/07/2017,4,50,29,160
08/07/2017,4,118,33,160
08/07/2017,6,1,29,68
08/07/2017,6,33,36,68
08/07/2017,6,50,26,68
08/07/2017,6,71,27,68
08/07/2017,6,74,23,68
08/07/2017,6,120,37,68
09/07/2017,4,2,38,53
09/07/2017,4,16,29,53
09/07/2017,4,17,29,53
09/07/2017,4,33,36,53
09/07/2017,4,73,29,53
09/07/2017,4,75,29,53
09/07/2017,4,118,35,53
09/07/2017,4,141,29,53
09/07/2017,6,1,29,96
09/07/2017,6,7,37,96
09/07/2017,6,33,36,96
09/07/2017,6,33,41,96
09/07/2017,6,78,29,96
09/07/2017,69,16,37,480
10/07/2017,3,1,30,160
10/07/2017,3,2,29,160
10/07/2017,3,142,3,160
10/07/2017,4,39,29,60
10/07/2017,4,71,26,60
10/07/2017,4,73,19,60
10/07/2017,4,73,27,60
10/07/2017,4,75,29,60
10/07/2017,4,141,29,60
10/07/2017,6,1,29,96
10/07/2017,6,74,23,96
10/07/2017,6,78,29,96
10/07/2017,9,39,29,160
10/07/2017,9,74,29,160
10/07/2017,9,159,29,160
10/07/2017,11,67,17,48
10/07/2017,11,67,20,48
10/07/2017,11,72,4,48
10/07/2017,11,73,16,48
10/07/2017,11,73,20,48
10/07/2017,11,73,21,48
10/07/2017,11,74,23,48
10/07/2017,11,74,24,48
10/07/2017,11,156,16,48
10/07/2017,11,156,20,48
10/07/2017,14,17,8,120
10/07/2017,14,50,29,120
10/07/2017,14,144,29,120
10/07/2017,14,159,5,120
10/07/2017,16,41,33,240
10/07/2017,16,144,33,240
10/07/2017,30,67,30,480
10/07/2017,33,39,32,480
10/07/2017,42,138,31,240
10/07/2017,47,138,31,240
10/07/2017,50,17,8,68
10/07/2017,50,33,41,68
10/07/2017,50,67,30,68
10/07/2017,50,67,35,68
10/07/2017,50,74,24,68
10/07/2017,51,138,31,240
10/07/2017,53,39,29,160
10/07/2017,53,39,31,160
10/07/2017,53,144,29,160
10/07/2017,56,2,16,160
10/07/2017,56,144,29,160
10/07/2017,59,67,29,240
10/07/2017,63,1,30,480
10/07/2017,65,2,30,240
10/07/2017,65,2,31,240
10/07/2017,69,61,38,480
10/07/2017,74,17,8,120
10/07/2017,74,41,29,120
10/07/2017,74,41,33,120
10/07/2017,74,144,29,120
10/07/2017,79,144,29,160
10/07/2017,79,144,33,160
10/07/2017,92,16,33,120
10/07/2017,92,78,29,120
10/07/2017,92,78,33,120
10/07/2017,92,159,5,120
10/07/2017,138,74,32,160
10/07/2017,138,156,21,160
10/07/2017,141,50,29,80
10/07/2017,141,70,4,80
10/07/2017,141,72,42,80
10/07/2017,141,78,29,80
10/07/2017,143,2,31,480
10/07/2017,145,78,29,240
10/07/2017,145,78,33,240
10/07/2017,146,78,29,240
10/07/2017,146,78,33,240
10/07/2017,147,70,5,240
10/07/2017,147,70,25,240
11/07/2017,4,7,41,60
11/07/2017,4,16,37,60
11/07/2017,4,71,27,60
11/07/2017,4,71,43,60
11/07/2017,4,73,29,60
11/07/2017,4,100,29,60
11/07/2017,4,120,37,60
11/07/2017,6,1,29,120
11/07/2017,6,7,37,120
11/07/2017,6,16,29,120
11/07/2017,6,122,37,120
11/07/2017,9,1,29,240
11/07/2017,9,39,29,240
11/07/2017,11,2,16,60
11/07/2017,11,2,17,60
11/07/2017,11,2,20,60
11/07/2017,11,67,17,60
11/07/2017,11,67,20,60
11/07/2017,11,72,15,60
11/07/2017,11,73,18,60
11/07/2017,11,156,16,60
11/07/2017,12,138,31,160
11/07/2017,14,144,33,240
11/07/2017,23,37,34,120
11/07/2017,23,39,34,120
11/07/2017,30,67,30,480
11/07/2017,33,39,32,480
11/07/2017,50,17,8,96
11/07/2017,50,67,17,96
11/07/2017,50,67,30,96
11/07/2017,50,67,35,96
11/07/2017,51,138,29,240
11/07/2017,51,138,31,240
11/07/2017,53,39,31,160
11/07/2017,56,17,29,120
11/07/2017,56,61,8,120
11/07/2017,56,74,29,120
11/07/2017,56,162,29,120
11/07/2017,63,1,30,480
11/07/2017,65,2,30,480
11/07/2017,66,39,32,240
11/07/2017,69,1,3,96
11/07/2017,69,7,38,96
11/07/2017,69,16,37,96
11/07/2017,69,61,8,96
11/07/2017,69,61,38,96
11/07/2017,78,7,37,480
11/07/2017,79,50,33,120
11/07/2017,79,144,33,120
11/07/2017,83,50,8,120
11/07/2017,83,61,8,120
11/07/2017,138,156,21,240
11/07/2017,141,33,41,160
11/07/2017,141,50,29,160
11/07/2017,141,70,4,160
11/07/2017,143,2,31,480
11/07/2017,145,78,5,240
11/07/2017,145,78,33,240
11/07/2017,146,78,33,480
11/07/2017,147,37,34,480
11/07/2017,152,72,12,480
12/07/2017,4,39,29,120
12/07/2017,4,50,29,120
12/07/2017,4,118,29,120
12/07/2017,5,39,34,160
12/07/2017,6,50,26,96
12/07/2017,6,72,9,96
12/07/2017,6,74,23,96
12/07/2017,6,123,41,96
12/07/2017,9,39,29,160
12/07/2017,9,74,23,160
12/07/2017,9,159,24,160
12/07/2017,11,2,17,80
12/07/2017,11,2,20,80
12/07/2017,11,40,4,80
12/07/2017,11,67,17,80
12/07/2017,11,67,20,80
12/07/2017,11,67,24,80
12/07/2017,14,144,29,160
12/07/2017,14,144,33,160
12/07/2017,14,159,24,160
12/07/2017,23,39,34,240
12/07/2017,30,67,30,480
12/07/2017,33,16,5,120
12/07/2017,33,17,8,120
12/07/2017,33,39,32,120
12/07/2017,33,50,12,120
12/07/2017,50,67,17,96
12/07/2017,50,67,30,96
12/07/2017,50,67,35,96
12/07/2017,50,67,41,96
12/07/2017,50,76,5,96
12/07/2017,51,138,29,160
12/07/2017,51,138,31,160
12/07/2017,53,16,13,96
12/07/2017,53,39,29,96
12/07/2017,53,39,31,96
12/07/2017,53,78,6,96
12/07/2017,56,2,29,240
12/07/2017,63,1,30,480
12/07/2017,65,2,30,480
12/07/2017,66,39,32,480
12/07/2017,74,50,29,160
12/07/2017,74,144,29,160
12/07/2017,79,50,33,120
12/07/2017,79,144,33,120
12/07/2017,79,144,43,120
12/07/2017,90,78,29,480
12/07/2017,92,159,24,480
12/07/2017,138,2,29,96
12/07/2017,138,2,32,96
12/07/2017,138,16,4,96
12/07/2017,138,156,21,96
12/07/2017,141,70,4,240
12/07/2017,141,72,42,240
12/07/2017,143,2,31,480
12/07/2017,145,78,33,480
12/07/2017,146,78,33,480
12/07/2017,147,67,20,240
12/07/2017,147,67,34,240
13/07/2017,3,2,30,120
13/07/2017,3,16,29,120
13/07/2017,3,67,29,120
13/07/2017,3,78,29,120
13/07/2017,4,31,23,240
13/07/2017,6,1,29,68
13/07/2017,6,16,29,68
13/07/2017,6,17,8,68
13/07/2017,6,50,26,68
13/07/2017,6,71,26,68
13/07/2017,6,72,9,68
13/07/2017,6,72,12,68
13/07/2017,9,39,29,240
13/07/2017,9,50,8,240
13/07/2017,11,67,16,120
13/07/2017,11,67,17,120
13/07/2017,11,67,20,120
