timestamp,user_id,members,mentions,message_number
27/07/2017,11,4 83 14 6 16 154 74 141,0 6 0 0 0 0 0 0,2 3 4 1 5 3 1 2
27/07/2017,14,11 4 83 138 79 16 9,0 0 0 0 0 0 0,1 2 3 2 1 1 1
27/07/2017,16,11 4 14 83 79 16 74,0 0 0 0 0 0 0,11 1 6 1 3 3 15
27/07/2017,XXXXX,10,0,1
27/07/2017,XXXXX,143 81,0 0,3 1
27/07/2017,XXXXX,5 23 50 51 42 12,0 51 50,3 6 1
27/07/2017,50,58 69 56 23 6 79 47 3 4 5 83 147 59 9 62,0 0 0 0 0 0 47 0 0 0 0,4 1 2 2 2 1 2 2 2 1 4
27/07/2017,XXXXX,12 47 42,0,2
27/07/2017,53,3 66 80 33 10,0 0 0 0,1 4 5 1
27/07/2017,56,3 4 14 79 16 50 59 9 74,56 56 56 56 59 50,29 2 2 3 6
27/07/2017,59,50 4 56,0 0,2 2
27/07/2017,XXXXX,50 66 138,0 0 0,1 1 1
27/07/2017,65,10 3,0 0,3 1
27/07/2017,66,152 53 33,0 66,2 2
27/07/2017,XXXXX,83 56 6 50,0 50 56 69,3 2
27/07/2017,74,145 11 83 79 16 146,0 0 0 0 0,11 4 1 5 1
27/07/2017,79,14 138 16 50 74,79 79 79 0 0,9 6 7 1 12
27/07/2017,80,10 14 53,0 0 0,3 8 1
27/07/2017,XXXXX,53 33,0 0,6 1
27/07/2017,83,66 69 56 6 50 74 11 4 14 138 16 152 141,0 0 83 0 0 0 0 83 0 0 0 83 50,2 3 16 5 5 4 14 5 6 1 1 9 2
27/07/2017,XXXXX,4,0,1
27/07/2017,138,66 62 79 10 4 83 14 143 9 152 141,0 138 0 0 0 0 0 0 0 0,23 2 3 2 23 3 2 1 3 3
27/07/2017,XXXXX,11 83 138 143,0 0 0 0,3 14 1 3
27/07/2017,XXXXX,9 154 141 33,0 0 0 0,4 1 4 13
27/07/2017,145,146 74,0,1
27/07/2017,147,50 5,0 0,67 2
27/07/2017,152,138 3 83 66,3 66 0 83 138,5 4 5 36
27/07/2017,XXXXX,143 11,0 154,2 26
28/07/2017,3,5 59,0 0,12 1
28/07/2017,4,6 59 16,0 0 0,2 1 2
28/07/2017,XXXXX,147 3 47,5 0 0,17 20 1
28/07/2017,6,4 83 69 50 63,0 0 0 0 0,7 3 4 2 1
28/07/2017,9,9 62,9 9,1 6
28/07/2017,XXXXX,27 66 79 10 65 74 3 138 17,0 0 0 0 0 10 0 0 10,1 1 25 3 1 3 1 13 3
28/07/2017,11,3 11 85 16 50,0 0 0 0 0,1 2 3 1 1
28/07/2017,12,42 47 51,0,1
28/07/2017,14,11 138,0 0,1 2
28/07/2017,XXXXX,11 4 14 83 63 74,0 0 16 0 0 0,2 5 1 3 8 6
28/07/2017,17,10 152 81 138,0 0 0 0,39 33 35 3
28/07/2017,XXXXX,26,0,29
28/07/2017,XXXXX,23,0,42
28/07/2017,XXXXX,10,0,4
28/07/2017,XXXXX,5,0,15
28/07/2017,56,3 4 138 59,0 0 0 0,1 2 3 1
28/07/2017,XXXXX,3 4 56 65 62 82,0 59 0 0 0 0 59,3 10 5 7 1 1 4
28/07/2017,XXXXX,138 17 59 9 152,62 0 0 0,10 5 9 1
28/07/2017,XXXXX,6 16,0 63,5 3
28/07/2017,65,10,0,5
28/07/2017,XXXXX,10 66 81 143,0 0 0 0,3 1 2 2
28/07/2017,XXXXX,143,0,2
28/07/2017,74,10 3 14 16,0 0 0 0,1 1 1 5
28/07/2017,79,10 143,79 79,16 1
28/07/2017,XXXXX,66 17,81 0,32 5
28/07/2017,XXXXX,4 69 6 138 16 10 50 141,0 0 0 0 0 0 0,6 1 5 3 9 3 1
28/07/2017,138,66 83 14 56 79 17 152 62,0 0 0 0 138 0 0 0,1 45 6 10 3 6 2 1
28/07/2017,XXXXX,66 69,0 0,1 1
28/07/2017,XXXXX,5,0,7
28/07/2017,152,156 138 17 62,0 0 156 0,6 4 2 5
28/07/2017,XXXXX,152,152,1
29/07/2017,XXXXX,6,0,6
29/07/2017,6,4 83 53 69 52 17 62,6 0 0 0 69,11 1 7 1 3
29/07/2017,XXXXX,10,0,1
29/07/2017,XXXXX,16,0,1
29/07/2017,XXXXX,14,0,1
29/07/2017,XXXXX,10 6 62,0 0,1 2
29/07/2017,XXXXX,23 5,26,1
29/07/2017,XXXXX,53,33,32
29/07/2017,XXXXX,6 4 69,0,3
29/07/2017,XXXXX,9 6 4 33,0 0 0,3 29 1
29/07/2017,XXXXX,17 6,0,1
30/07/2017,3,4,0,4
30/07/2017,XXXXX,3 6,0 4,2 19
30/07/2017,6,4 63,6 6,19 7
30/07/2017,XXXXX,17,0,2
30/07/2017,XXXXX,51,12,2
30/07/2017,XXXXX,53,16,1
30/07/2017,XXXXX,11,0,1
30/07/2017,XXXXX,6 74 4 16,0 0 0,1 2 1
30/07/2017,XXXXX,154,0,2
30/07/2017,XXXXX,11,0,3
30/07/2017,XXXXX,145,0,1
30/07/2017,XXXXX,81,0,1
31/07/2017,XXXXX,11 5 53 16 10 63 9,0 0 0 3 0 0 0,2 5 4 2 2 4 9
31/07/2017,4,66 53 56 6 23 74 83 147 138 17 152 62,0 0 0 0 0 138 0,11 2 2 1 2 1 1
31/07/2017,5,3 10 63 59 47,0 0 5 0 0,6 6 30 2 9
31/07/2017,6,4 83 63 9 62,6 0 0 0 0,11 4 6 6 3
31/07/2017,9,3 141 6 138 62,0 0 0 0 0,5 5 5 5 2
31/07/2017,10,27 10 65 3 5 80 138 17 62,0 0 0 0 0 0 0 0 10,5 9 2 10 23 1 1 3 5
31/07/2017,11,3 83 141,0 83 0,3 1 2
31/07/2017,12,51,0,2
31/07/2017,14,53,0,1
31/07/2017,XXXXX,3 83 79 16 10,0 0 0 0 0,3 1 4 10 5
31/07/2017,17,66 56 10 74 4 83 138 62,0 0,14 1
31/07/2017,XXXXX,50 4,0 0,3 3
31/07/2017,XXXXX,51,0,1
31/07/2017,XXXXX,10 141 73,0 0 0,36 1 4
31/07/2017,32,59,0,1
31/07/2017,XXXXX,53,0,1
31/07/2017,XXXXX,47,42,1
31/07/2017,XXXXX,5 51,0 47,25 2
31/07/2017,XXXXX,6 23,0 0,2 1
31/07/2017,XXXXX,12 47 26,0 0 0,2 1 1
31/07/2017,53,3 66 4 33 6 79,53 0 0 0 0,5 6 10 2 1
31/07/2017,56,66 4 83 153 138 50 17 59 143 152 74 62,0 0 0 56 153 0,1 8 1 1 15 1
31/07/2017,XXXXX,5 32 56 73 63 82,0 0 0 0 0 0,2 1 9 5 1 1
31/07/2017,62,66 56 6 10 144 47 74 4 83 33 138 17 9 152,0 0 0 0 0 0 0 0 0 152 0,4 2 3 1 1 1 2 26 4 14 1
31/07/2017,XXXXX,3 6 5 59,0 0 0 0,4 9 6 5
31/07/2017,65,10,0,2
31/07/2017,XXXXX,62,0,1
31/07/2017,74,66 53 56 62 79 4 83 138 17 141,0 0 0 0 0,2 2 1 1 1
31/07/2017,79,143 138 53 16,0 0 0 0,10 11 5 2
31/07/2017,80,10,80,6
31/07/2017,83,66 56 6 74 11 4 141 138 16 17 62,0 0 0 0 0 0 0 0 0,4 3 1 4 3 1 5 4 1
31/07/2017,138,66 4 83 141 56 79 10 17 9 74 62,0 0 0 0 0 0 0 0,5 1 25 2 2 7 4 3
31/07/2017,141,27 74 3 4 11 83 153 138 16 9,141 0 0 0 0 0 0 0 0,4 1 3 3 5 1 7 1 1
31/07/2017,XXXXX,62,0,2
31/07/2017,145,146,0,1
31/07/2017,XXXXX,4,0,3
31/07/2017,152,4 56 153 17 62,4 62 56,4 10 10
31/07/2017,XXXXX,152 56,0,2
01/08/2017,3,53 6 50 65 11 4 138 17 59 141,0 0 0 0 0 0 0 0 0 0,4 2 4 8 1 2 1 4 17 1
01/08/2017,4,3 11 83 33 6 138 17 9 152 141,0 0 0 0 0 0 0 152 6,2 10 4 3 2 1 8 16
01/08/2017,XXXXX,27 147 51 47,0 5 0 0,1 43 6 2
01/08/2017,6,69 63 4 83 33 138 17 152,6 63 6 0 0 6,15 12 3 1 25
01/08/2017,9,4 83 53 138 62,0 0 0 0 0,7 1 4 4 15
01/08/2017,10,27 66 53 10 80 138 16 17 62,0 0 10 0 0 10 0 0 0,1 1 36 5 19 10 1 2 8
01/08/2017,11,79 50 74 3 11 4 83 85 147 138 16 59 143,0 0 0 0 0 0 0 0 0 0 138 11 0 50 147,2 3 3 1 1 2 3 3 2 1 6 1 7
01/08/2017,14,10 80 74 62,0 14 0 0,2 2 1 1
01/08/2017,16,83 138 10 74 141,0 0 16 0 16,1 6 2 1 4
01/08/2017,17,10 3,17 0,5 30
01/08/2017,XXXXX,50 26,0 0,7 1
01/08/2017,XXXXX,23,0,18
01/08/2017,XXXXX,10 5 59,0 0 0,3 7 7
01/08/2017,32,73,0,3
01/08/2017,XXXXX,66 53 6 4 83 33 138 17 152 62,0 0 0 0 0 0,5 1 5 1 1 3
01/08/2017,XXXXX,5 51 59 62,47 47 0 0 0,26 5 1 2 2
01/08/2017,50,3 11 58 56 147 23 155 59,0 0 0 0 0 0 0 0 0,3 1 2 1 1 1 5 4 1
01/08/2017,XXXXX,5 42 12 47,51 0 0,4 2 1
01/08/2017,53,66 69 6 79 10 3 80 83 33 9 62,0 0 0 0 0 0 0 0 33 0,2 1 2 33 4 16 1 5 14 1
01/08/2017,56,11 16 155 50 59 141,56 0 56 0 0 0,2 2 4 2 3 4
01/08/2017,58,50,0,1
01/08/2017,XXXXX,27 3 11 56 50 47,0 0 0 0 0 0,2 4 5 3 3 6
01/08/2017,XXXXX,53 33 138 10 17 9 152 47,0 0 0 0 0 0 0,2 7 1 3 9 11 1
01/08/2017,XXXXX,6,0,4
01/08/2017,65,3 26,0 0,3 1
01/08/2017,XXXXX,10,0,6
01/08/2017,69,6 83,0 0 0,3 2 1
01/08/2017,73,32,0,2
01/08/2017,74,11 79 16,0 0 0,3 6 16
01/08/2017,78,6 4,4 6,1
01/08/2017,79,10 11 74 141,0 0 0 79,1 2 14 5
01/08/2017,80,10 53 14,0 0 0,3 5 11
01/08/2017,XXXXX,66 69 6 11 4 138 16 9 141,0 0 0 0 83 0 0 83 83,6 4 1 3 7 8 5 2 6
01/08/2017,XXXXX,11,0,1
01/08/2017,XXXXX,145 146,0,1
01/08/2017,138,3 11 83 4 33 6 10 17 9 152 62,0 0 0 0 0 0 0,14 8 14 1 7 7 3
01/08/2017,141,3 4 83 56 6 16 141,0 0 0 0 0 141 141,1 2 3 1 4 5 1
01/08/2017,143,154 11,0 0,1 15
01/08/2017,145,146 92,145 92,4 1
01/08/2017,146,145,0,6
01/08/2017,147,50 11 5,0 0 0,5 18 4
01/08/2017,XXXXX,6 4 83 33 138 17 62,4 62 66 4 138 6,13 1 28
01/08/2017,XXXXX,143,0,6
01/08/2017,XXXXX,11 56,155 0,3 1
02/08/2017,3,4 56 6 10 50 65 74,0 0 0 0 0 0 0,3 4 8 5 21 1 3
02/08/2017,4,11 83 6 10 90 63,0 0 0 0 0 0,10 4 3 2 1 3
02/08/2017,XXXXX,47 26,5 5,5 20
02/08/2017,6,3 4 83 69 141,6 0 0 0 0,31 7 3 5 3
02/08/2017,XXXXX,10 66 53,0 0 0,2 10 3
02/08/2017,XXXXX,9 3 4 14,0 0 0 0,7 4 2 1
02/08/2017,11,53 56 155 50 74 4 83 14 81,0 0 0 11 0 0 0 0 56,4 2 3 3 3 3 1 5 2
02/08/2017,XXXXX,10 11 23 79,0 0 0 0,6 1 1 1
02/08/2017,XXXXX,74 16,10 0,2 13
02/08/2017,17,4 83 33 6 138 152,0,1
02/08/2017,XXXXX,147 50 14,0 0,4 1
02/08/2017,XXXXX,5,0,3
02/08/2017,XXXXX,73,0,3
02/08/2017,32,152,0,1
02/08/2017,XXXXX,143 154 53,0 0,1 12
02/08/2017,XXXXX,5 59,47 0,16 1
02/08/2017,50,3 11 147 23 155 59,0 0 0 0 0,4 2 3 2 1
02/08/2017,XXXXX,12 47 42,51 0,1 1
02/08/2017,53,66 11 80 56 33 9,0 0 0 0 0 0,6 8 3 1 19 1
02/08/2017,56,3 11 81 53 155 59 141,0 0 0 56 56 56 0,6 4 1 15 3 8 5
02/08/2017,58,59,0,1
02/08/2017,XXXXX,50 58 47 56,0 0 0 0,4 5 15 6
02/08/2017,XXXXX,145 146 79,0 0 0,2 3 3
02/08/2017,XXXXX,4,0,2
02/08/2017,65,3,0,12
02/08/2017,XXXXX,9,0,3
02/08/2017,XXXXX,27,73,1
02/08/2017,74,145 3 11 79 16 146,74 0 0 74 0,1 8 13 44 9
02/08/2017,79,74 14 62,0 0 0,2 1 66
02/08/2017,XXXXX,53,0,12
02/08/2017,XXXXX,11 56,0,3
02/08/2017,XXXXX,11 4 69 6,0 0 0 0 0,2 8 3 1 3
02/08/2017,XXXXX,4,0,2
02/08/2017,XXXXX,145 146,145,1
02/08/2017,XXXXX,4 83 33 6 17 152,0,1
02/08/2017,141,6 56,0 0,2 4
02/08/2017,143,154 33,0,1
02/08/2017,145,146 92 74 62,0 145 0 92,2 5 2 1
02/08/2017,146,145 74 62,0 146 0,2 2 3
02/08/2017,147,50 23,147,4
02/08/2017,152,152 32,0 153,1 2
02/08/2017,XXXXX,141,0,1
02/08/2017,XXXXX,143 33,0,17
02/08/2017,155,50 11 56,0 0 0,1 2 2
03/08/2017,3,56 10 50 65 4 81 11 17 9,0 0 0 0 0 0 0 0 0 0,24 7 2 1 3 18 1 38 9 10
03/08/2017,4,66 53 56 6 10 92 3 11 81 83 33 138 17 9 152,0 0 0 0 0 0 4 17 3 0,6 24 1 7 1 1 4 1 1
03/08/2017,XXXXX,147 47 73,5 0 0,6 4 5
03/08/2017,6,11 4 83 69 33 138 17 152,6 0 138 17 6 0,40 1 13 1
03/08/2017,9,3 11 81 53 56 66 4 33 10,0 0 0 9,6 6 7 3
03/08/2017,10,27 3 83 144 9,0 0 0 0 10,4 1 19 1 2
03/08/2017,11,81 4 14 56 147 6 79 155 50,0 0 0 0 0 0 0 147,3 6 1 3 2 3 1 1
03/08/2017,XXXXX,42 47 51,0,2
03/08/2017,14,145 11,0 0,1 3
03/08/2017,XXXXX,74 53,0 0,2 6
03/08/2017,17,6 3 4 83 33 138 152,0 0 0,1 26 1
03/08/2017,XXXXX,10 73 62,0 0 0,29 1 1
03/08/2017,30,147 58,0 0,1 3
03/08/2017,XXXXX,154,0,10
03/08/2017,XXXXX,12 51 5 42,0 47 51,6 19
03/08/2017,50,147 155 3,0 0 50,2 1 3
03/08/2017,XXXXX,12 42 47 51,0 47 42 51,2 8
03/08/2017,XXXXX,81,0,3
03/08/2017,53,9 141 62 16,0 0 0 0,6 2 3 2
03/08/2017,56,69 10 3 11 83 81 17 59 143 9 141,56 0 0 0 0 0 0 0 0,11 3 1 5 2 4 1 4 1
03/08/2017,59,50 56,0 0,2 8
03/08/2017,62,27 144 53,0 0 0,2 2 2
03/08/2017,XXXXX,4,0,1
03/08/2017,65,3,0,1
03/08/2017,XXXXX,83 56 6 138,0 83 0 138,2 2 1 1
03/08/2017,73,5 32,0 73,2 1
03/08/2017,74,145 146 16,0 0,7 8
03/08/2017,79,147 11,0 79,1 1
03/08/2017,81,3 11 4 14 56 155 52 10 9,81 0 81 0 0 0 0,42 4 2 2 2 1 2
03/08/2017,XXXXX,73,0,1
03/08/2017,XXXXX,69 53 56 6 138 10 141,0 0 0 0 0 0 0,1 1 1 1 1 2 1
03/08/2017,XXXXX,4,0,1
03/08/2017,138,4 83 69 33 6 17 152,138 0,2 1
03/08/2017,141,153 83 53 56,0 0 0 0,2 2 2 2
03/08/2017,143,56,0,9
03/08/2017,XXXXX,10 62,0 0,1 1
03/08/2017,145,146 74 14,0 145 0,4 1 7
03/08/2017,147,11 5 30 23 79 50,0 0 0 0 11 0,4 3 1 3 3 1
03/08/2017,XXXXX,6 4 83 33 138 17 152,0 0 0 6,11 43 5 2
03/08/2017,XXXXX,33,0,12
03/08/2017,155,50 11 81,0 0 0,1 1 2
04/08/2017,3,4 81 56 33 74,0 0 3 0 0,21 8 42 1 6
04/08/2017,4,3 6 10 50 9 152 141,0 0 0 0 0 0,10 1 1 2 1 1
04/08/2017,XXXXX,27 23 26 32,0 0 0,4 2 2
04/08/2017,6,69 56 11 4 83 33 138 17 152 141,0 0 0 0 0 0,2 2 1 3 4 2
04/08/2017,9,66 4 81 14 53 33 3 11 56 10 9,0 0 0 0 0 0 0 0,2 1 4 11 6 2 1 1
04/08/2017,10,27 4 53 14 79 155 144,0 0 0 0 0 0 0,1 1 1 8 21 6 1
04/08/2017,11,53 56 6 155 50 74 14 141,0 0 50 0 0 0 0 0 155 50,2 6 2 8 1 1 3 1 5
04/08/2017,XXXXX,42 47 51,47 51,2
04/08/2017,14,11 16 10 155 9,0 0 14 0 0,2 1 5 2 1
04/08/2017,16,155 74 14 79,0 0 0 0,1 2 12 2
04/08/2017,17,62 152 154 56,0 0 0,1 1 4
04/08/2017,XXXXX,26 5,0,2
04/08/2017,XXXXX,10 5 143,0 0 0,4 2 1
04/08/2017,32,5 73,0 32,1 1
04/08/2017,33,66 69 53 154 3 81 143 9,0 0 0 0 0 0 0 0 66,7 13 8 3 21 2 3 6 12
04/08/2017,XXXXX,12 47 51,51,6
04/08/2017,XXXXX,12 42 51,0 51 12,1 8
04/08/2017,50,11 58 4 147 155,50 0 0 0 0,4 2 2 4 3
04/08/2017,XXXXX,12 47 42,0 0,4 1
04/08/2017,XXXXX,66 11 33 10 9 74 62,53 0 0 53 0 0 0,14 30 16 37 21 3 5
04/08/2017,56,3 11 83 69 6 155 50 17 92,56 0 0 0 56 0 0,37 5 1 1 8 1 2
04/08/2017,58,50,58,4
04/08/2017,59,63,0,1
04/08/2017,XXXXX,145 144 53,0 0 0,8 2 4
04/08/2017,XXXXX,5 59,0 0,1 1
04/08/2017,66,53 33 138 144 143,0 0 0 33,5 5 1 14
04/08/2017,69,83 56 33 6 50,0 0 50 56 69 83 6 69,18 3 5 6
04/08/2017,73,32 82,73 0,1 5
04/08/2017,XXXXX,53 144 92 145 3 11 81 16 146 152,0 0 0 0 0 0 0 0 0,1 1 1 3 2 1 1 2 3
04/08/2017,79,10 147 16,79 0 0,21 8 4
04/08/2017,XXXXX,3 33 138 155 52 9 74,0 81 0 0 0 0 0,9 3 2 3 2 3 1
04/08/2017,XXXXX,73,82,4
04/08/2017,83,69 6 10 50 4 33 138 16 17 152,69 0 0 0,6 1 2 2
04/08/2017,XXXXX,6 4,0,1
04/08/2017,XXXXX,74 56,0 0,5 1
04/08/2017,138,66 6 81 4 83 33 17 152,0 0 0,5 1 5
04/08/2017,141,11 6 4,141 0 0,5 2 1
04/08/2017,143,27 66 33 154,0 0 0 0,2 10 3 3
04/08/2017,XXXXX,10 66 74 62,0 144 0 0,2 4 2 1
04/08/2017,145,146 14 62,0 145 0,1 9 2
04/08/2017,XXXXX,50 23 79,0 0 0,7 10 2
04/08/2017,XXXXX,4 83 33 153 6 138 17 74 62,0 74 153 0 138,3 2 6 7 2
04/08/2017,XXXXX,152 141,0 0,1 4
04/08/2017,XXXXX,33 17 143,0 154 154 33 143,2 6 4 4
04/08/2017,155,81 11 14 16 10 50,0 0 0 0 155 50 11,1 1 2 1 10
05/08/2017,XXXXX,10 11 14 33,0 0 0 0,1 17 5 33
05/08/2017,4,10 11,0 0,1 1
05/08/2017,6,69 56 10 50 4 85 83 33 138 16 17 152,0 0 0 4 6,1 9 1 3 1
05/08/2017,XXXXX,3 4 14,0 0 0,1 2 1
05/08/2017,XXXXX,3 4,11 0,14 1
05/08/2017,XXXXX,10 3,14 0,4 1
05/08/2017,XXXXX,3 55,0 0,21 1
05/08/2017,XXXXX,4,0,1
05/08/2017,XXXXX,81,0,1
05/08/2017,XXXXX,11 6,0 56,1 1
05/08/2017,XXXXX,81 138,0 0,1 1
05/08/2017,XXXXX,6,0,15
05/08/2017,XXXXX,4 83 33 6 17 152,0,3
05/08/2017,XXXXX,143,0,3
06/08/2017,XXXXX,3 138,0 0,3 1
06/08/2017,XXXXX,74,0,2
06/08/2017,XXXXX,16,0,2
06/08/2017,XXXXX,74,0,2
06/08/2017,XXXXX,66 33,0,7
06/08/2017,XXXXX,53 33,0,8
06/08/2017,69,6 83,83 6,1
06/08/2017,XXXXX,10 16,0 0,4 4
06/08/2017,XXXXX,6 69,6,3
06/08/2017,XXXXX,66 4 83 6 9,0 0,1 1
06/08/2017,XXXXX,6,0,2
06/08/2017,XXXXX,4 83 33 6 138 17,6,1
07/08/2017,XXXXX,10 9,0 0,3 14
07/08/2017,4,53 56 6 50 74 3 11 83 33 138 52 17 9 152,0 0 0 0 0 0 4 0 4 0 0,1 1 1 1 2 1 4 1 1 4 1
07/08/2017,XXXXX,47 74,0 0,3 1
07/08/2017,6,4 141,0 0,1 1
07/08/2017,9,4 69 53 56 33 62,0 0 0 0 0 9,2 1 2 4 3 4
07/08/2017,XXXXX,27 3 14 79 144 74,0 0 0 0 0 0,4 1 5 2 1 1
07/08/2017,XXXXX,11 4 69 85 81 56 79 155 74,0 0 0 0 0 0 0 56,1 1 1 16 5 3 8 4
07/08/2017,14,10 74 16,0 0 0,2 4 11
07/08/2017,XXXXX,53 74 14,0 0 0,5 3 6
07/08/2017,17,152 74,0 0,2 4
07/08/2017,XXXXX,74,0,1
07/08/2017,XXXXX,10 59,0 0,15 7
07/08/2017,30,51,0,6
07/08/2017,XXXXX,9 53,0 0,1 1
07/08/2017,XXXXX,5 51 42 12,0 47 51 5,2 6 2
07/08/2017,50,58 56 155 47 74 4 83 51 59,50 50 0 0 0 0 0 0,2 1 1 3 2 2 1 1
07/08/2017,XXXXX,30 50 42 12 47,0 51 42 0,5 2 6 2
07/08/2017,XXXXX,4 138,0 0,3 1
07/08/2017,53,33 53 16,0 0 0,9 1 1
07/08/2017,56,155 50 4 81 11 83 153 59 9 152 141,0 56 0 0 0 56 56 0 0 0,14 6 2 11 3 10 11 2 2 1
07/08/2017,58,50 30,0 0,1 2
07/08/2017,XXXXX,27 50 56,0 0 0,9 3 14
07/08/2017,62,27 9,0 0,3 1
07/08/2017,XXXXX,4 83 6 138,0 66,2 8
07/08/2017,69,9 83,0 0,1 1
07/08/2017,XXXXX,27 74,0 0,1 1
07/08/2017,XXXXX,23 79 10 50 145 11 4 5 14 73 85 16 146 17,0 0 0 74 0 0 0 0 0 0 0 0 0 0,1 1 1 28 15 3 1 1 1 1 54 1 4 1
07/08/2017,79,11 14 147 10 74,79 0 79 0 79,3 5 2 49 3
07/08/2017,XXXXX,66 11 56,81 0 0,6 1 3
07/08/2017,XXXXX,66 4 69 6 138 141,0 0 0 0 83,1 3 8 7 5
07/08/2017,XXXXX,11 6 74,0 0 0,1 4 1
07/08/2017,138,66 69 6 154 4 83 33 52 17 152,0 0 0 0 0 138,1 1 2 4 3 1
07/08/2017,141,6 83 4 56,0 0 0,5 4 3
07/08/2017,XXXXX,74,0,3
07/08/2017,XXXXX,74,0,2
07/08/2017,XXXXX,79,0,1
07/08/2017,XXXXX,153 17,17 153,8 1
07/08/2017,XXXXX,152 56,56,1
07/08/2017,XXXXX,138,0,1
07/08/2017,155,11 83 56 50 74,0 0 0,8 1 1
08/08/2017,XXXXX,4 83,0 0,17 12
08/08/2017,4,3 17,0 0,13 2
08/08/2017,5,26 16,0 0,1 1
08/08/2017,6,11 85 83 69 9 74,0 0 0 0 0,1 1 2 2 1
08/08/2017,9,69 53 62 33,0 0 0 0,2 5 4 1
08/08/2017,XXXXX,4 74,0 0,1 1
08/08/2017,11,83 6 138 50 141,0 0 138 0,1 1 14 1
08/08/2017,14,10 17 79,0 0 0,2 3 3
08/08/2017,XXXXX,155 138 14,0 16 16,1 9 4
08/08/2017,17,4 14,0 0,4 3
08/08/2017,XXXXX,74,0,16
08/08/2017,XXXXX,32 62,0 27,2 17
08/08/2017,XXXXX,27,0,3
08/08/2017,33,9,0,1
08/08/2017,XXXXX,12 51 58 42,0 47 42,1 5
08/08/2017,50,11 4 147 155 59 62,0 0 0 0 0 0 0,1 1 1 4 1 1 1
08/08/2017,XXXXX,12 47 42,51 0,1 3
08/08/2017,XXXXX,9 53 33,0 0 53,5 1 2
08/08/2017,56,50 4 59,56 56 56,1 6 12
08/08/2017,58,50,0,1
08/08/2017,XXXXX,50 56,0 0,2 17
08/08/2017,62,27 156 50 17 9,0 0 0 0 0,5 1 7 6 1
08/08/2017,XXXXX,81,0,2
08/08/2017,XXXXX,6 23 79 16 10,0 0 0 0 0,1 3 2 22 24
08/08/2017,78,6 4,78,2
08/08/2017,79,85 74 14,79 0 0,2 29 19
08/08/2017,XXXXX,66,0,2
08/08/2017,XXXXX,69 56 6 50 3 11 138 143 9 141,0 0 83 83 0 0 0,12 1 8 5 4 1 2
08/08/2017,XXXXX,6 79,0 0,3 28
08/08/2017,138,11 69 83 16 9,0 0 0 0 0,2 17 7 3 1
08/08/2017,XXXXX,83 6 69,0 0 0,3 1 2
08/08/2017,143,154 83,0 0,5 8
08/08/2017,XXXXX,50 11,0 0,2 3
08/08/2017,XXXXX,143,0,7
08/08/2017,155,50 11 16,155 0,5 6
09/08/2017,3,4 6 138 10 17 65 9,0 3 0 0 0 0 0 0,37 2 2 28 8 1 28 12
09/08/2017,4,3 56 6 79 9 141,0 0 0 0 0 0,22 8 1 2 4 1
09/08/2017,XXXXX,26,0,3
09/08/2017,6,4 85 83 69 33 155 141,6 0 0 6 0 0,16 1 9 40 1 2
09/08/2017,9,66 4 69 53 83 33 56 50 62,0 0 0 0 0 0 0,1 5 4 13 1 4 1
09/08/2017,XXXXX,27 3 16 10 17,0 0 0 0 0,15 1 1 14 7
09/08/2017,11,11 83 56 138 155 50 74 141,0 50 0 0 138 0 50 83,1 2 1 1 32 3 8 3
09/08/2017,14,53 56 79 10 50 11 83 85 16,0 0 0 0,2 7 4 4
09/08/2017,XXXXX,10 74 14,0 0 0,1 3 3
09/08/2017,17,3 81 10 152,0 0 0 0 0,4 1 7 5 3
09/08/2017,XXXXX,5,0,3
09/08/2017,26,5,26,8
09/08/2017,XXXXX,10,0,27
09/08/2017,XXXXX,27,0,1
09/08/2017,XXXXX,66 81 4 53 6 9 154,0 0 0 0 0 0 53 66,3 5 6 3 20 10 4
09/08/2017,XXXXX,51,0,1
09/08/2017,XXXXX,5 51,0 0,2 3
09/08/2017,50,11 83 14 56 85 79 10,0 0 50 11,2 1 15
09/08/2017,XXXXX,47,51,11
09/08/2017,53,66 80 53 14 141 33 9 62,0 53 0 0 0 0 0,6 12 1 20 4 6 12
09/08/2017,56,11 4 81 83 50 59 152,0 0 0 56 0 0 50 56 11,2 2 8 9 5 1 6
09/08/2017,XXXXX,56,0,14
09/08/2017,62,155 9 53,62 0 0,12 12 2
09/08/2017,65,3,0,1
09/08/2017,66,66 53 33,66 0 0,10 2 4
09/08/2017,69,9 138 83,69 83 0,7 2 1
09/08/2017,XXXXX,11 79 16,0 0 0,5 2 25
09/08/2017,79,4 74 14,0 79 0,5 11 21
09/08/2017,XXXXX,53,0,3
09/08/2017,81,66 81 56 33 10 17 143,0 0 0 0 81 0 0,1 2 4 9 4 1 1
09/08/2017,83,69 56 6 79 10 50 11 85 14 138 17 141,83 0 0 0 0 0 0 0 0 0,1 1 1 3 1 25 4 2 1 6
09/08/2017,XXXXX,6,0,7
09/08/2017,138,83 3 11 69,138 0 0 0,17 29 1 16
09/08/2017,141,4 83 53 11 6 9,0 0 0 0 0 0,2 23 2 9 2 4
09/08/2017,143,143,0,3
09/08/2017,152,153 17 56,17 56 153 4 32,5 2 175
09/08/2017,XXXXX,152,153,87
09/08/2017,XXXXX,33,154,21
09/08/2017,XXXXX,11 6 62 16,0 0 155 0,2 4 4 1
10/08/2017,3,4,0,5
